Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12617,2012-10-22,-0.061550797,-0.018937773,-0.019318834,21,100
Market-Adjusted Model,12620,2012-10-22,-0.031718116,0.0115364379,0.0105138469,21,100
Market-Adjusted Model,12621,2012-10-22,-0.110262035,-0.072328769,-0.068030072,21,100
Market-Adjusted Model,12622,2012-10-22,0.1523374262,0.195831748,0.1945693893,21,100
Market-Adjusted Model,12623,2012-10-22,0.0216266623,0.0673882815,0.0638586254,21,100
Market-Adjusted Model,12624,2012-10-22,0.0133643215,0.0562743827,0.0555962846,21,100
Market-Adjusted Model,12625,2012-10-22,-0.046733496,-0.004980157,-0.004501533,21,100
Market-Adjusted Model,12628,2012-10-22,0.0526683374,0.0952132989,0.0949003005,21,100
Market-Adjusted Model,12629,2012-10-22,0.0425531519,0.0929995993,0.084785115,21,100
Market-Adjusted Model,12630,2012-10-22,-0.009122622,0.0343321938,0.0331093409,21,100
Market-Adjusted Model,12631,2012-10-22,-0.000685982,0.0416223047,0.0415459815,21,100
Market-Adjusted Model,12632,2012-10-22,-0.004347807,0.0383738448,0.0378841563,21,100
Market-Adjusted Model,12633,2012-10-22,-0.000902606,0.0415325616,0.0413293572,21,100
Market-Adjusted Model,12636,2012-10-22,-0.020609767,0.0278780869,0.0216221963,21,100
Market-Adjusted Model,12637,2012-10-22,-0.187149899,-0.14784413,-0.144917936,21,100
Market-Adjusted Model,12638,2012-10-22,0.0085358744,0.0508276729,0.0507678375,21,100
Market-Adjusted Model,12639,2012-10-22,-0.109433947,-0.0701796,-0.067201984,21,100
Market-Adjusted Model,12640,2012-10-22,-0.500489737,-0.54528323,-0.458257774,21,100
Market-Adjusted Model,12641,2012-10-22,0.0371621864,0.0803446042,0.0793941495,21,100
Market-Adjusted Model,12644,2012-10-22,-0.022257874,0.0219279382,0.0199740894,21,100
Market-Adjusted Model,12645,2012-10-22,-0.096262714,-0.043111714,-0.054030751,21,100
Market-Adjusted Model,12646,2012-10-22,0.0022830855,0.0459860556,0.0445150486,21,100
Market-Adjusted Model,12647,2012-10-22,-0.008431007,0.0354250247,0.0338009557,21,100
Market-Adjusted Model,12648,2012-10-22,-0.015259891,0.0279059651,0.0269720719,21,100
Market-Adjusted Model,12649,2012-10-22,-0.018352553,0.0244900807,0.02387941,21,100
Market-Adjusted Model,12651,2012-10-22,0.0530052473,0.0963429789,0.0952372104,21,100
Market-Adjusted Model,12652,2012-10-22,-0.016597572,0.0263513852,0.0256343907,21,100
Market-Adjusted Model,12653,2012-10-22,0.0038144659,0.0478929834,0.0460464289,21,100
Market-Adjusted Model,12654,2012-10-22,-0.012065579,0.030977278,0.0301663839,21,100
Market-Adjusted Model,12655,2012-10-22,-0.015098253,0.0283080465,0.0271337101,21,100
Market-Adjusted Model,12656,2012-10-22,-0.017073187,0.0260637991,0.025158776,21,100
Market-Adjusted Model,12657,2012-10-22,-0.020132795,0.0237528109,0.022099168,21,100
Market-Adjusted Model,12658,2012-10-22,-0.043544312,-0.001303041,-0.001312349,21,100
Market-Adjusted Model,12659,2012-10-22,-0.032392105,0.0105272604,0.0098398581,21,100
Market-Adjusted Model,12660,2012-10-22,-0.099596588,-0.059185584,-0.057364624,21,100
Market-Adjusted Model,12662,2012-10-22,-3.33534E-10,0.0433602528,0.0422319628,21,100
Market-Adjusted Model,12663,2012-10-22,-0.137522948,-0.095731326,-0.095290985,21,100
Market-Adjusted Model,12664,2012-10-22,-0.024112772,0.0191987759,0.0181191916,21,100
Market-Adjusted Model,12665,2012-10-22,-0.0584954,-0.017046211,-0.016263437,21,100
Market-Adjusted Model,12666,2012-10-22,0.0168154264,0.0593661039,0.0590473895,21,100
Market-Adjusted Model,12667,2012-10-22,-0.195054955,-0.162515432,-0.152822992,21,100
Market-Adjusted Model,12668,2012-10-22,-0.030100317,0.0130006234,0.0121316463,21,100
Market-Adjusted Model,12671,2012-10-22,-0.005138615,0.0373549559,0.0370933486,21,100
Market-Adjusted Model,12672,2012-10-22,-0.007539161,0.034896851,0.0346928021,21,100
Market-Adjusted Model,12673,2012-10-22,-0.002495898,0.0404830816,0.0397360651,21,100
Market-Adjusted Model,12674,2012-10-22,0.017175863,0.0596128789,0.059407826,21,100
Market-Adjusted Model,12675,2012-10-22,0.0102528436,0.0525451237,0.0524848067,21,100
Market-Adjusted Model,12676,2012-10-22,0.016244345,0.0584486006,0.0584763081,21,100
Market-Adjusted Model,12679,2012-10-22,-0.192633403,-0.165554311,-0.15040144,21,100
Market-Adjusted Model,12680,2012-10-22,-0.185988375,-0.099625042,-0.143756412,21,100
Market-Adjusted Model,12681,2012-10-22,0.0058754631,0.0489634844,0.0481074262,21,100
Market-Adjusted Model,12682,2012-10-22,-0.007619041,0.0423534025,0.0346129219,21,100
Market-Adjusted Model,12683,2012-10-22,0.0429683446,0.0852012628,0.0852003077,21,100
Market-Adjusted Model,12684,2012-10-22,-0.244484033,-0.23107353,-0.20225207,21,100
Market-Adjusted Model,12687,2012-10-22,0.0392523417,0.0858903486,0.0814843047,21,100
Market-Adjusted Model,12688,2012-10-22,-0.058415279,-0.015246783,-0.016183315,21,100
Market-Adjusted Model,12689,2012-10-22,-0.080814084,-0.036368849,-0.038582121,21,100
Market-Adjusted Model,12690,2012-10-22,-0.113849793,-0.074755051,-0.07161783,21,100
Market-Adjusted Model,12691,2012-10-22,-0.342650113,-0.29919244,-0.30041815,21,100
Market-Adjusted Model,12693,2012-10-22,0.0322665354,0.0747737679,0.0744984985,21,100
Market-Adjusted Model,12695,2012-10-22,-0.072289199,-0.025831829,-0.030057236,21,100
Market-Adjusted Model,12696,2012-10-22,-0.056660671,-0.011462796,-0.014428707,21,100
Market-Adjusted Model,12697,2012-10-22,0.0359003421,0.0784211179,0.0781323052,21,100
Market-Adjusted Model,12698,2012-10-22,-0.111349029,-0.06239596,-0.069117066,21,100
Market-Adjusted Model,12699,2012-10-22,-0.104184479,-0.062522554,-0.061952516,21,100
Market-Adjusted Model,12700,2012-10-22,-0.224806177,-0.205483607,-0.182574214,21,100
Market-Adjusted Model,12717,2012-10-22,0.0205817303,0.0634666247,0.0628136934,21,100
Market-Adjusted Model,12718,2012-10-22,0.0529557057,0.1019537076,0.0951876688,21,100
Market-Adjusted Model,12719,2012-10-22,-0.494727594,-0.509790322,-0.452495631,21,100
Market-Adjusted Model,12720,2012-10-22,-0.105431356,-0.061510833,-0.063199393,21,100
Market-Adjusted Model,12727,2012-10-22,0.166208061,0.2096839807,0.208440024,21,100
Market-Adjusted Model,12728,2012-10-22,-0.177953254,-0.139218649,-0.135721291,21,100
Market-Adjusted Model,12729,2012-10-22,-0.04121583,0.00076486,0.0010161331,21,100
Market-Adjusted Model,12732,2012-10-22,-0.036521237,0.0064018723,0.0057107262,21,100
Market-Adjusted Model,12734,2012-10-22,-0.007839612,-0.004998649,-0.005160423,9,100
Market-Adjusted Model,12738,2012-10-22,-0.026621436,0.0167446983,0.0156105266,21,100
Market-Adjusted Model,12739,2012-10-22,0.0028532269,0.0452549124,0.04508519,21,100
Market-Adjusted Model,12740,2012-10-22,-0.002325763,0.0400371181,0.0399062001,21,100
Market-Adjusted Model,12741,2012-10-22,-0.023241598,0.0192711897,0.0189903653,21,100
Market-Adjusted Model,12742,2012-10-22,-0.148279076,-0.114015972,-0.106047113,21,100
Market-Adjusted Model,12743,2012-10-22,-0.147435833,-0.10037303,-0.10520387,21,100
Market-Adjusted Model,12744,2012-10-22,0.0084533938,0.051184673,0.0506853569,21,100
Market-Adjusted Model,12745,2012-10-22,-0.026505528,0.0170837148,0.0157264346,21,100
Market-Adjusted Model,12746,2012-10-22,-0.137709159,-0.099380146,-0.095477196,21,100
Market-Adjusted Model,12747,2012-10-22,-0.015530081,0.0278191642,0.0267018821,21,100
Market-Adjusted Model,12748,2012-10-22,-0.006099663,0.036466572,0.0361323006,21,100
Market-Adjusted Model,12751,2012-10-22,-0.044619381,-0.000097351,-0.002387417,21,100
Market-Adjusted Model,12752,2012-10-22,0.0080846194,0.0522768146,0.0503165824,21,100
Market-Adjusted Model,12753,2012-10-22,-0.035328685,0.0067497919,0.0069032778,21,100
Market-Adjusted Model,12754,2012-10-22,-0.032350156,0.0113229608,0.0098818074,21,100
Market-Adjusted Model,12755,2012-10-22,-0.14893611,-0.108918323,-0.106704147,21,100
Market-Adjusted Model,12756,2012-10-22,-0.09626512,-0.057795135,-0.054033157,21,100
Market-Adjusted Model,12759,2012-10-22,-0.18939394,-0.16237653,-0.147161976,21,100
Market-Adjusted Model,12760,2012-10-22,-0.094850989,-0.052012893,-0.052619026,21,100
Market-Adjusted Model,12761,2012-10-22,-0.011192661,-0.006675808,-0.006736616,7,100
Market-Adjusted Model,12762,2012-10-22,-0.024608924,-0.020149285,-0.020152879,7,100
Market-Adjusted Model,12763,2012-10-22,-0.007840878,-0.003418074,-0.003384832,7,100
Market-Adjusted Model,12764,2012-10-22,-0.014499705,-0.00987544,-0.01004366,7,100
Market-Adjusted Model,12767,2012-10-22,-0.013983304,-0.009646097,-0.009527258,7,100
Market-Adjusted Model,12768,2012-10-22,-0.010492486,-0.00603224,-0.00603644,7,100
Market-Adjusted Model,12769,2012-10-22,-0.002258933,0.0022581894,0.0021971128,7,100
Market-Adjusted Model,12770,2012-10-22,-0.008213586,-0.003819461,-0.003757541,7,100
Market-Adjusted Model,12771,2012-10-22,-0.002869212,0.0016998468,0.0015868337,7,100
Market-Adjusted Model,12772,2012-10-22,-0.007223839,-0.00282512,-0.002767793,7,100
Market-Adjusted Model,12776,2012-10-22,-0.002278647,0.0021777591,0.0021773983,7,100
Market-Adjusted Model,12777,2012-10-22,0.0115787104,0.0160561763,0.0160347559,7,100
Market-Adjusted Model,12778,2012-10-22,-0.009375411,-0.004794728,-0.004919365,7,100
Market-Adjusted Model,12779,2012-10-22,-0.0051009,-0.0006105,-0.000644854,7,100
Market-Adjusted Model,12780,2012-10-22,-0.005147388,-0.000650046,-0.000691343,7,100
Market-Adjusted Model,12782,2012-10-22,-0.029400395,0.0127954862,0.0128315683,21,100
Market-Adjusted Model,12783,2012-10-22,0.0020201729,0.0470705497,0.044252136,21,100
Market-Adjusted Model,12784,2012-10-22,-0.422713242,-0.434265807,-0.380481279,21,100
Market-Adjusted Model,12785,2012-10-22,-0.03684214,0.0103415217,0.0053898227,21,100
Market-Adjusted Model,12786,2012-10-22,-0.230658002,-0.199204903,-0.188426039,21,100
Market-Adjusted Model,12787,2012-10-22,-0.036687669,0.0144983834,0.0055442937,21,100
Market-Adjusted Model,12788,2012-10-22,-0.015720467,0.0278064132,0.0265114958,21,100
Market-Adjusted Model,12789,2012-10-22,-0.050131943,0.0031095796,-0.00789998,21,100
Market-Adjusted Model,12791,2012-10-22,-0.008992748,0.0507935813,0.0332392152,21,100
Market-Adjusted Model,12792,2012-10-22,0.0035424946,0.0458470712,0.0457744577,21,100
Market-Adjusted Model,12793,2012-10-22,-0.092024526,-0.047812936,-0.049792563,21,100
Market-Adjusted Model,12794,2012-10-22,-0.096659823,-0.054509429,-0.05442786,21,100
Market-Adjusted Model,12795,2012-10-22,-0.101476044,-0.053863051,-0.059244081,21,100
Market-Adjusted Model,12796,2012-10-22,-0.006307373,0.0384489001,0.0359245899,21,100
Market-Adjusted Model,12797,2012-10-22,-0.311122285,-0.320682113,-0.268890322,21,100
Market-Adjusted Model,12798,2012-10-22,-0.090153508,-0.047784214,-0.047921545,21,100
Market-Adjusted Model,12799,2012-10-22,-0.12561987,-0.088952593,-0.083387906,21,100
Market-Adjusted Model,12826,2012-10-22,-0.008316796,0.0352825588,0.0339151672,21,100
Market-Adjusted Model,12827,2012-10-22,-0.022490214,0.0199771489,0.019741749,21,100
Market-Adjusted Model,12828,2012-10-22,-0.07134121,-0.029629841,-0.029109247,21,100
Market-Adjusted Model,12831,2012-10-22,-0.02153668,0.0215099469,0.0206952828,21,100
Market-Adjusted Model,12832,2012-10-22,0.0008138968,0.0432356934,0.0430458599,21,100
Market-Adjusted Model,12833,2012-10-22,0.0067552047,0.1123937263,0.0489871678,21,100
Market-Adjusted Model,12834,2012-10-22,-0.024875664,0.0185644919,0.0173562988,21,100
Market-Adjusted Model,12835,2012-10-22,-0.339610783,-0.340621626,-0.29737882,21,100
Market-Adjusted Model,12836,2012-10-22,-0.020563976,0.022306478,0.0216679872,21,100
Market-Adjusted Model,12839,2012-10-22,-0.04501157,-0.002947932,-0.002779607,21,100
Market-Adjusted Model,12840,2012-10-22,-0.150000014,-0.100315501,-0.107768051,21,100
Market-Adjusted Model,12841,2012-10-22,0.0093666156,0.2258235623,0.0515985787,21,100
Market-Adjusted Model,12842,2012-10-22,-0.014224133,0.0339163191,0.0280078298,21,100
Market-Adjusted Model,12843,2012-10-22,0.001438546,0.0665022952,0.0436705091,21,100
Market-Adjusted Model,12844,2012-10-22,-0.005430044,0.1184083847,0.0368019195,21,100
Market-Adjusted Model,12847,2012-10-22,0.0061989315,0.05557259,0.0484308946,21,100
Market-Adjusted Model,12848,2012-10-22,-0.081128133,-0.027698994,-0.03889617,21,100
Market-Adjusted Model,12850,2012-10-22,0.0400651305,0.0823135261,0.0822970936,21,100
Market-Adjusted Model,12852,2012-10-22,-0.119315212,-0.078890858,-0.077083249,21,100
Market-Adjusted Model,12855,2012-10-22,-0.004922687,0.0388994928,0.0373092756,21,100
Market-Adjusted Model,12856,2012-10-22,-0.012006179,0.0308611564,0.0302257838,21,100
Market-Adjusted Model,12857,2012-10-22,0.0360607028,0.0783151182,0.0782926659,21,100
Market-Adjusted Model,12858,2012-10-22,0.0091699823,0.0528442088,0.0514019454,21,100
Market-Adjusted Model,12859,2012-10-22,0.0179324986,0.0615287177,0.0601644617,21,100
Market-Adjusted Model,12860,2012-10-22,-0.049611994,-0.007112633,-0.007380031,21,100
Market-Adjusted Model,12863,2012-10-22,-0.028636886,0.0138139272,0.0135950767,21,100
Market-Adjusted Model,12864,2012-10-22,-0.040309004,0.0020508415,0.0019229595,21,100
Market-Adjusted Model,12865,2012-10-22,-0.287855125,-0.281882618,-0.245623162,21,100
Market-Adjusted Model,12867,2012-10-22,-0.025628911,0.0169238072,0.0166030521,21,100
Market-Adjusted Model,12868,2012-10-22,-0.017324533,0.0251611872,0.0249074305,21,100
Market-Adjusted Model,12870,2012-10-22,0.0030471203,0.0453462714,0.0452790834,21,100
Market-Adjusted Model,12871,2012-10-22,0.0138415395,0.0636580321,0.0560735026,21,100
Market-Adjusted Model,12872,2012-10-22,0.0107526898,0.0583619221,0.0529846529,21,100
Market-Adjusted Model,12873,2012-10-22,-0.19922256,-0.161086527,-0.156990597,21,100
Market-Adjusted Model,12874,2012-10-22,0.0044904625,0.0467959985,0.0467224256,21,100
Market-Adjusted Model,12875,2012-10-22,-0.055367687,-0.014038927,-0.013135724,21,100
Market-Adjusted Model,12876,2012-10-22,-0.024580742,0.0184614462,0.0176512213,21,100
Market-Adjusted Model,12877,2012-10-22,-0.072992666,-0.032141034,-0.030760703,21,100
Market-Adjusted Model,12878,2012-10-22,-0.043352624,0.0084877705,-0.001120661,21,100
Market-Adjusted Model,12879,2012-10-22,-0.097323582,-0.050023068,-0.055091619,21,100
Market-Adjusted Model,12880,2012-10-22,0.1231161021,0.1625856201,0.1653480652,21,100
Market-Adjusted Model,12881,2012-10-22,-0.161392398,-0.129347229,-0.119160434,21,100
Market-Adjusted Model,12882,2012-10-22,-0.15110937,-0.11229801,-0.108877407,21,100
Market-Adjusted Model,12883,2012-10-22,0.279450029,0.3234322184,0.3216819921,21,100
Market-Adjusted Model,12884,2012-10-22,-0.039711204,0.0023690927,0.0025207591,21,100
Market-Adjusted Model,12885,2012-10-22,-0.090159094,-0.047821712,-0.047927131,21,100
Market-Adjusted Model,12886,2012-10-22,-0.002103155,0.042875831,0.0401288082,21,100
Market-Adjusted Model,12887,2012-10-22,0.0289655153,0.0983600054,0.0711974783,21,100
Market-Adjusted Model,12890,2012-10-22,-0.382830136,-0.390944642,-0.340598173,21,100
Market-Adjusted Model,12891,2012-10-22,-0.120886819,-0.082073475,-0.078654856,21,100
Market-Adjusted Model,12892,2012-10-22,0.0105527612,0.0533394545,0.0527847243,21,100
Market-Adjusted Model,12893,2012-10-22,-0.062001754,-0.018199628,-0.019769791,21,100
Market-Adjusted Model,12894,2012-10-22,0.0404984788,0.0871341314,0.0827304419,21,100
Market-Adjusted Model,12895,2012-10-22,-0.041132404,0.0012023954,0.0010995594,21,100
Market-Adjusted Model,12898,2012-10-22,-0.005325453,0.0380990745,0.0369065103,21,100
Market-Adjusted Model,12899,2012-10-22,0.0002772106,0.0427851947,0.0425091737,21,100
Market-Adjusted Model,12900,2012-10-22,-0.05446129,-0.0120512,-0.012229327,21,100
Market-Adjusted Model,12901,2012-10-22,-0.016961688,0.0260505376,0.0252702755,21,100
Market-Adjusted Model,12902,2012-10-22,-0.010836701,0.0315080697,0.0313952616,21,100
Market-Adjusted Model,12903,2012-10-22,-0.15140186,-0.115020191,-0.109169897,21,100
Market-Adjusted Model,12904,2012-10-22,0.0034509232,0.045779717,0.0456828863,21,100
Market-Adjusted Model,12905,2012-10-22,0.0084185979,0.0542096688,0.050650561,21,100
Market-Adjusted Model,12906,2012-10-22,-0.097065429,-0.053036248,-0.054833466,21,100
Market-Adjusted Model,12907,2012-10-22,-0.202127654,-0.173567518,-0.159895691,21,100
Market-Adjusted Model,12908,2012-10-22,-0.016899302,0.0270902837,0.0253326608,21,100
Market-Adjusted Model,12911,2012-10-22,-0.026271542,0.019249072,0.0159604206,21,100
Market-Adjusted Model,12912,2012-10-22,0.05685622,0.1137918359,0.099088183,21,100
Market-Adjusted Model,12913,2012-10-22,-0.145958989,-0.108808067,-0.103727026,21,100
Market-Adjusted Model,12914,2012-10-22,0.0120262078,0.056144428,0.0542581709,21,100
Market-Adjusted Model,12915,2012-10-22,-0.1627558,-0.13009472,-0.120523837,21,100
Market-Adjusted Model,12916,2012-10-22,-0.044586011,-0.001025938,-0.002354048,21,100
Market-Adjusted Model,12919,2012-10-22,-0.317365261,-0.325971531,-0.275133297,21,100
Market-Adjusted Model,12920,2012-10-22,0.0178970765,0.0604285571,0.0601290396,21,100
Market-Adjusted Model,12921,2012-10-22,-0.043409813,0.0014775206,-0.00117785,21,100
Market-Adjusted Model,12922,2012-10-22,-0.357597145,-0.380340146,-0.315365182,21,100
Market-Adjusted Model,12923,2012-10-22,-0.060728784,-0.018765016,-0.01849682,21,100
Market-Adjusted Model,12924,2012-10-22,0.0630037097,0.117397882,0.1052356728,21,100
Market-Adjusted Model,12927,2012-10-22,-0.281538053,-0.264481201,-0.23930609,21,100
Market-Adjusted Model,12946,2012-10-22,-0.012142493,0.030940637,0.0300894705,21,100
Market-Adjusted Model,12947,2012-10-22,-0.011070234,0.0317703025,0.0311617289,21,100
Market-Adjusted Model,12948,2012-10-22,-0.036435467,0.0068902334,0.0057964958,21,100
Market-Adjusted Model,12949,2012-10-22,-0.011927445,0.0324972793,0.0303045184,21,100
Market-Adjusted Model,12950,2012-10-22,-0.030782909,0.0117237537,0.0114490537,21,100
Market-Adjusted Model,12951,2012-10-22,-0.026878562,0.0156617813,0.0153534009,21,100
Market-Adjusted Model,12952,2012-10-22,-0.177889435,-0.148333194,-0.135657472,21,100
Market-Adjusted Model,12953,2012-10-22,-0.067594902,-0.026073709,-0.025362939,21,100
Market-Adjusted Model,12954,2012-10-22,0.0176390839,0.0685778802,0.0598710469,21,100
Market-Adjusted Model,12955,2012-10-22,-0.040183307,0.0022102092,0.0020486561,21,100
Market-Adjusted Model,12956,2012-10-22,-0.0113279,0.0321500747,0.030904063,21,100
Market-Adjusted Model,12957,2012-10-22,-0.017974667,0.0255235711,0.0242572964,21,100
Market-Adjusted Model,12959,2012-10-22,-0.273622027,-0.26698421,-0.231390064,21,100
Market-Adjusted Model,12960,2012-10-22,0.2802275742,0.3161966268,0.3224595373,21,100
Market-Adjusted Model,12961,2012-10-22,-0.00050136,0.0420442053,0.0417306033,21,100
Market-Adjusted Model,12962,2012-10-22,0.0315106767,0.0767498485,0.0737426398,21,100
Market-Adjusted Model,12963,2012-10-22,-0.269230784,-0.260253358,-0.22699882,21,100
Market-Adjusted Model,12964,2012-10-22,0.0263026656,0.0701365396,0.0685346287,21,100
Market-Adjusted Model,12965,2012-10-22,-0.067181459,-0.02426307,-0.024949496,21,100
Market-Adjusted Model,12966,2012-10-22,-0.025238038,0.0185342711,0.0169939254,21,100
Market-Adjusted Model,12967,2012-10-22,0.0048426125,0.0520909284,0.0470745756,21,100
Market-Adjusted Model,12971,2012-10-22,0.0075313954,0.0704381343,0.0497633585,21,92
Market-Adjusted Model,12972,2012-10-22,0.0460274047,0.0916811087,0.0882593678,21,100
Market-Adjusted Model,12973,2012-10-22,0.0235578509,0.0667904461,0.065789814,21,100
Market-Adjusted Model,12974,2012-10-22,-0.055023793,-0.013746361,-0.01279183,21,100
Market-Adjusted Model,12975,2012-10-22,-0.035070289,0.007457236,0.007161674,21,100
Market-Adjusted Model,12978,2012-10-22,-0.023229725,0.0197471385,0.019002238,21,100
Market-Adjusted Model,12979,2012-10-22,-0.003521133,0.0387969169,0.0387108305,21,100
Market-Adjusted Model,12980,2012-10-22,-0.004536894,0.0377983655,0.0376950694,21,100
Market-Adjusted Model,12981,2012-10-22,0.0349376614,0.0858480668,0.0771696244,21,100
Market-Adjusted Model,12982,2012-10-22,0.0531496018,0.1096687151,0.0953815649,21,100
Market-Adjusted Model,12983,2012-10-22,-0.016816595,0.0256013828,0.0254153677,21,100
Market-Adjusted Model,12986,2012-10-22,0.0102553722,0.0527343854,0.0524873353,21,100
Market-Adjusted Model,12987,2012-10-22,-0.001244336,0.0605422243,0.0288368754,18,100
Market-Adjusted Model,12988,2012-10-22,0.0102627253,0.0526713761,0.0524946884,21,100
Market-Adjusted Model,12989,2012-10-22,-0.019893932,0.0100200012,0.0101872785,18,100
Market-Adjusted Model,12990,2012-10-22,0.0235849053,0.0536135137,0.0536661162,18,100
Market-Adjusted Model,12991,2012-10-22,-0.003741428,0.038891745,0.0384905352,21,100
Market-Adjusted Model,12994,2012-10-22,-0.027584096,0.0180172933,0.0146478669,21,100
Market-Adjusted Model,12995,2012-10-22,0.0174028722,0.0596117472,0.0596348353,21,100
Market-Adjusted Model,12996,2012-10-22,0.0067255056,0.0490370017,0.0489574687,21,100
Market-Adjusted Model,12997,2012-10-22,-0.000444229,0.0432324311,0.0417877337,21,100
Market-Adjusted Model,12998,2012-10-22,-0.058983821,-0.017406634,-0.016751858,21,100
Market-Adjusted Model,12999,2012-10-22,-0.021526425,0.0222534543,0.0207055376,21,100
Market-Adjusted Model,13000,2012-10-22,-0.103155743,-0.064891969,-0.06092378,21,100
Market-Adjusted Model,13001,2012-10-22,0.0502835183,0.0928753273,0.0925154814,21,100
Market-Adjusted Model,13002,2012-10-22,-0.016209959,0.0270066388,0.0260220037,21,100
Market-Adjusted Model,13003,2012-10-22,0.0072543386,0.0502897491,0.0494863017,21,100
Market-Adjusted Model,13006,2012-10-22,-0.100600611,-0.056602323,-0.058368648,21,100
Market-Adjusted Model,13007,2012-10-22,0.0450381045,0.0892492336,0.0872700676,21,100
Market-Adjusted Model,13008,2012-10-22,-0.009719479,0.0343748134,0.0325124837,21,100
Market-Adjusted Model,13009,2012-10-22,0.0176868565,0.0613064518,0.0599188196,21,100
Market-Adjusted Model,13013,2012-10-22,0.0240743272,0.0705725312,0.0663062903,21,100
Market-Adjusted Model,13014,2012-10-22,0.0194472162,0.0630646805,0.0616791793,21,100
Market-Adjusted Model,13015,2012-10-22,-0.045428681,-0.002754127,-0.003196717,21,100
Market-Adjusted Model,13016,2012-10-22,-0.047793224,-0.004487496,-0.005561261,21,100
Market-Adjusted Model,13017,2012-10-22,0.0085443422,0.0510159379,0.0507763053,21,100
Market-Adjusted Model,13018,2012-10-22,-0.05090913,-0.006578812,-0.008677167,21,100
Market-Adjusted Model,13019,2012-10-22,-0.108254358,-0.069101794,-0.066022395,21,100
Market-Adjusted Model,13022,2012-10-22,-0.013770539,0.0290203543,0.0284614242,21,100
Market-Adjusted Model,13023,2012-10-22,0.002296746,0.0446968093,0.0445287091,21,100
Market-Adjusted Model,13024,2012-10-22,-0.027506929,0.0148292252,0.0147250345,21,100
Market-Adjusted Model,13025,2012-10-22,-0.009352285,0.0335892624,0.0328796784,21,100
Market-Adjusted Model,13026,2012-10-22,-0.017291535,0.0252914991,0.0249404278,21,100
Market-Adjusted Model,13027,2012-10-22,-0.036815878,0.0052389065,0.005416085,21,100
Market-Adjusted Model,13028,2012-10-22,0.00674891,0.0491900726,0.0489808731,21,100
Market-Adjusted Model,13029,2012-10-22,-0.118668026,-0.068231424,-0.076436063,21,100
Market-Adjusted Model,13030,2012-10-22,0.1281497294,0.2233279754,0.1703816925,21,100
Market-Adjusted Model,13031,2012-10-22,0.0352213129,0.0893678012,0.077453276,21,100
Market-Adjusted Model,13032,2012-10-22,-0.064881156,-0.011608411,-0.022649193,21,100
Market-Adjusted Model,13033,2012-10-22,-0.033872704,0.0084398665,0.0083592595,21,100
Market-Adjusted Model,13034,2012-10-22,-0.031128448,0.0109561202,0.0111035152,21,100
Market-Adjusted Model,13035,2012-10-22,0.0108970487,0.0566455846,0.0531290117,21,100
Market-Adjusted Model,13036,2012-10-22,-0.006443324,0.0377904666,0.0357886395,21,100
Market-Adjusted Model,13037,2012-10-22,-0.06198655,-0.021197617,-0.019754587,21,100
Market-Adjusted Model,13038,2012-10-22,-0.053030279,-0.006585591,-0.010798316,21,100
Market-Adjusted Model,13041,2012-10-22,0.1082802429,0.1509219763,0.150512206,21,100
Market-Adjusted Model,13042,2012-10-22,-0.008103941,-0.003603567,-0.003647895,7,100
Market-Adjusted Model,13043,2012-10-22,-0.007899364,-0.003375189,-0.003443319,7,100
Market-Adjusted Model,13045,2012-10-22,-0.008846243,-0.004205484,-0.004390198,7,100
Market-Adjusted Model,13046,2012-10-22,-0.174437232,-0.141721036,-0.132205269,21,100
Market-Adjusted Model,13049,2012-10-22,-0.209876562,-0.179496628,-0.167644599,21,100
Market-Adjusted Model,13076,2012-10-22,-0.017829057,0.0250565484,0.0244029061,21,100
Market-Adjusted Model,13077,2012-10-22,-0.008491511,0.0351006774,0.033740452,21,100
Market-Adjusted Model,13079,2012-10-22,-0.020255962,0.0248415487,0.0219760012,21,100
Market-Adjusted Model,13080,2012-10-22,-0.05584376,-0.005225621,-0.013611797,21,100
Market-Adjusted Model,13081,2012-10-22,-0.038269555,0.0116995607,0.0039624084,21,100
Market-Adjusted Model,13082,2012-10-22,-0.004875684,0.0375937472,0.0373562791,21,100
Market-Adjusted Model,13083,2012-10-22,-0.091125146,-0.050816889,-0.048893183,21,100
Market-Adjusted Model,13084,2012-10-22,0.0008367031,0.0473041751,0.0430686662,21,100
Market-Adjusted Model,13085,2012-10-22,-0.014729125,0.029467783,0.0275028379,21,100
Market-Adjusted Model,13086,2012-10-22,0.0237565322,0.0660412686,0.0659884953,21,100
Market-Adjusted Model,13087,2012-10-22,-0.017808852,0.0245471641,0.0244231111,21,100
Market-Adjusted Model,13088,2012-10-22,-0.009567583,0.0328070804,0.0326643797,21,100
Market-Adjusted Model,13089,2012-10-22,-0.068953558,-0.027505115,-0.026721595,21,100
Market-Adjusted Model,13090,2012-10-22,-0.018220102,0.0254091766,0.0240118614,21,100
Market-Adjusted Model,13091,2012-10-22,-0.00677913,0.0371482767,0.0354528333,21,100
Market-Adjusted Model,13092,2012-10-22,-0.056585879,-0.013936097,-0.014353916,21,100
Market-Adjusted Model,13093,2012-10-22,0.0803572219,0.1236413092,0.122589185,21,100
Market-Adjusted Model,13094,2012-10-22,-0.00568599,-0.001219064,-0.001229945,7,100
