,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
69639,038257,P,02,LC,21858.0,58473.0,2021-08-04,2023-06-30
69643,038258,P,02,LC,22313.0,58730.0,2021-11-12,
69647,038259,P,02,LC,21276.0,58084.0,2021-05-03,
69648,038265,P,01,LC,20681.0,58023.0,2021-03-31,
69657,038271,P,01,LC,19955.0,57228.0,2021-03-09,
69658,038272,P,01,LC,20883.0,58162.0,2021-03-10,
69668,038276,P,02,LC,21687.0,58271.0,2021-07-09,2022-12-18
69669,038276,P,02,LC,23611.0,59452.0,2022-12-19,
69671,038277,P,02,LC,21835.0,58653.0,2021-08-24,
69675,038278,P,02,LC,21820.0,58534.0,2021-08-23,2023-07-07
69678,038279,P,02,LC,21284.0,58091.0,2021-05-14,2023-12-29
69682,038280,P,02,LC,22694.0,58994.0,2022-01-10,2023-08-31
69686,038281,P,02,LC,21217.0,58029.0,2021-05-06,2022-11-30
69687,038282,P,01,LC,20891.0,58166.0,2021-04-01,
69688,038284,P,01,LC,20834.0,58127.0,2021-03-12,
69689,038285,P,01,LC,20653.0,58003.0,2021-03-17,
69690,038287,P,01,LC,21006.0,58191.0,2021-04-14,2023-04-28
69692,038288,P,01,LC,21001.0,58190.0,2021-04-09,2021-12-06
69693,038288,P,01,LC,22610.0,59106.0,2021-12-07,
69698,038290,P,02,LC,22746.0,59038.0,2022-02-01,
69702,038291,P,02,LC,21343.0,58164.0,2021-05-10,
69708,038299,P,02,LC,20989.0,58053.0,2021-04-30,2023-03-10
69714,038301,P,02,LC,21046.0,58102.0,2021-04-30,2022-11-30
69724,038306,P,02,LC,22704.0,58996.0,2022-01-14,2023-12-29
69730,038308,P,02,LC,21532.0,58286.0,2021-06-24,
69736,038310,P,02,LC,22384.0,58760.0,2021-11-04,
69739,038312,P,02,LC,21310.0,58123.0,2021-05-07,2023-03-31
69763,038326,P,02,LC,21327.0,58147.0,2021-05-03,2023-03-31
69767,038327,P,02,LC,21314.0,58129.0,2021-05-03,
69769,038328,P,01,LC,21947.0,58736.0,2021-09-29,
69771,038329,P,01,LC,21017.0,58194.0,2021-04-14,
69775,038330,P,02,LC,21755.0,58307.0,2021-07-09,2023-03-31
69779,038331,P,02,LC,22292.0,58715.0,2021-11-05,2023-04-30
69780,038331,P,02,LC,23939.0,59574.0,2023-05-01,
69781,038333,P,01,LC,20796.0,58105.0,2021-03-18,
69785,038334,P,02,LC,22305.0,58724.0,2021-11-19,
69789,038336,P,03,LC,21825.0,58353.0,2021-08-06,
69793,038337,P,02,LC,21966.0,58685.0,2021-09-23,
69795,038339,P,01,LC,21036.0,58199.0,2021-04-15,
69796,038342,P,01,LC,20870.0,58153.0,2021-03-12,2023-06-30
69798,038343,P,01,LC,19928.0,57217.0,2021-03-12,
69808,038349,P,02,LC,21706.0,58284.0,2021-07-14,2023-01-31
69812,038350,P,04,LC,23226.0,59337.0,2022-07-14,
69816,038351,P,02,LC,21316.0,58132.0,2021-05-13,2023-03-31
69819,038356,P,02,LC,22800.0,58983.0,2022-02-01,
69820,038357,P,01,LC,19224.0,57014.0,2021-03-15,
69824,038360,P,02,LC,21273.0,58083.0,2021-05-10,
69828,038361,P,02,LC,21199.0,58021.0,2021-05-07,2023-03-31
69832,038362,P,02,LC,22769.0,59065.0,2022-02-10,
69835,038363,P,02,LC,22508.0,58815.0,2021-12-20,
69839,038368,P,90,LC,20733.0,58047.0,2021-03-18,
69846,038370,P,02,LC,21211.0,58026.0,2021-05-06,2023-10-05
69847,038370,P,02,LC,24473.0,59695.0,2023-10-06,
69855,038373,P,02,LC,21326.0,58145.0,2021-05-06,
69856,038374,P,01,LC,20657.0,58007.0,2021-03-24,
69857,038375,P,01,LC,21619.0,58518.0,2021-07-08,
69861,038385,P,03,LC,21253.0,58057.0,2021-05-14,
69863,038386,P,01,LC,20655.0,58005.0,2021-03-19,
69865,038389,P,01,LC,20793.0,58098.0,2021-03-19,
69868,038392,P,01,LC,20825.0,58122.0,2021-03-17,
69869,038393,P,90,LC,18395.0,56640.0,2021-03-17,
69877,038396,P,02,LC,22528.0,58830.0,2021-12-03,2023-06-07
69878,038396,P,02,LC,23997.0,59585.0,2023-06-08,
69882,038397,P,02,LC,22193.0,58650.0,2021-10-04,
69883,038398,P,01,LC,20784.0,58092.0,2021-03-25,2023-07-31
69887,038400,P,02,LC,22580.0,58870.0,2021-12-10,
69890,038402,P,02,LC,21330.0,58150.0,2021-05-10,2022-12-30
69891,038403,P,01,LC,20727.0,58043.0,2021-03-25,
69895,038404,P,02,LC,21765.0,58308.0,2021-07-09,2023-05-31
69899,038405,P,02,LC,21883.0,58491.0,2021-08-20,
69902,038407,P,01,LC,16773.0,55977.0,2022-07-06,
69908,038412,P,01,LC,20920.0,58180.0,2021-04-21,
69911,038415,P,02,LC,22340.0,58745.0,2021-11-01,2023-09-29
69917,038416,P,02,LC,21965.0,58604.0,2021-09-20,2023-12-21
69918,038418,P,01,LC,20663.0,58013.0,2021-03-26,
69919,038419,P,90,LC,20813.0,58116.0,2021-03-26,
69920,038422,P,90,LC,20776.0,58085.0,2021-03-19,
69929,038426,P,02,LC,21923.0,58651.0,2021-09-24,
69933,038427,P,02,LC,21839.0,58440.0,2021-08-04,2022-12-30
69937,038428,P,02,LC,21851.0,58567.0,2021-08-23,2023-03-31
69941,038429,P,02,LC,21300.0,58109.0,2021-05-13,2022-05-31
69943,038429,P,90,LC,23195.0,59323.0,2022-06-24,
69953,038441,P,01,LC,20662.0,58012.0,2021-03-26,
69958,038442,P,02,LC,22522.0,58917.0,2022-01-01,2022-12-09
69963,038443,P,02,LC,22531.0,58931.0,2022-01-01,
69967,038444,P,02,LC,21859.0,58478.0,2021-08-13,
69971,038445,P,02,LC,21625.0,58334.0,2021-07-07,
69972,038447,P,01,LC,20899.0,58172.0,2021-04-22,2023-02-28
69976,038449,P,02,LC,22571.0,58958.0,2021-12-07,2023-03-31
69977,038453,P,01,LC,21091.0,58218.0,2021-04-09,
69981,038454,P,02,LC,22601.0,58978.0,2021-12-27,2022-12-30
69990,038459,P,02,LC,21313.0,58130.0,2021-05-17,
69991,038460,P,01,LC,20674.0,58020.0,2021-03-26,
69992,038461,P,01,LC,20893.0,58168.0,2021-04-15,
69993,038462,P,01,LC,19352.0,57028.0,2021-03-23,
69994,038463,P,90,LC,20855.0,58144.0,2021-03-25,
69999,038464,P,02,LC,21256.0,58064.0,2021-05-13,2023-03-31
70000,038465,P,01,LC,21096.0,58219.0,2021-04-21,
70001,038467,P,01,LC,20791.0,58096.0,2021-03-26,
70006,038468,P,02,LC,22501.0,59016.0,2021-12-30,2022-11-30
70007,038469,P,01,LC,20816.0,58118.0,2021-03-26,
70011,038470,P,02,LC,22901.0,59134.0,2022-03-04,2023-11-03
70012,038474,P,01,LC,20898.0,58171.0,2021-04-16,
70015,038475,P,02,LC,21585.0,58221.0,2021-06-01,2023-04-28
70019,038476,P,02,LC,22511.0,59020.0,2021-12-27,2023-05-02
70020,038477,P,01,LC,23517.0,59441.0,2022-11-29,
70034,038485,P,02,LC,22969.0,59157.0,2022-03-07,
70035,038488,P,01,LC,20916.0,58179.0,2021-04-01,
70041,038490,P,02,LC,21822.0,58350.0,2021-08-19,2023-06-30
70042,038491,P,01,LC,21737.0,58579.0,2021-07-21,
70043,038493,P,01,LC,20900.0,58173.0,2021-04-22,2022-10-31
70045,038496,P,01,LC,76963.0,11101.0,2021-03-26,
70046,038498,P,01,LC,19230.0,56969.0,2021-03-25,
70050,038499,P,02,LC,21320.0,58139.0,2021-05-17,2023-03-31
70059,038503,P,02,LC,21699.0,58279.0,2021-07-06,2022-05-17
70060,038503,P,02,LC,23119.0,59298.0,2022-05-18,
70061,038507,P,01,LC,21081.0,58213.0,2021-04-22,
70065,038508,P,02,LC,22581.0,58871.0,2021-12-13,2023-04-28
70066,038511,P,01,LC,21760.0,58596.0,2021-07-09,
70067,038513,P,01,LC,20842.0,58135.0,2021-03-25,
70068,038514,P,90,LC,20737.0,58050.0,2021-03-26,
70069,038516,P,90,LC,20761.0,58071.0,2021-03-31,
70074,038518,P,02,LC,22723.0,59032.0,2022-02-01,2023-06-30
70078,038519,P,02,LC,21943.0,58580.0,2021-09-17,
70082,038520,P,02,LC,22591.0,58879.0,2021-12-20,
70086,038521,P,02,LC,21590.0,58313.0,2021-06-24,2023-05-04
70094,038526,P,01,LC,22320.0,58959.0,2021-11-19,
70095,038527,P,01,LC,21016.0,58193.0,2021-04-16,
70096,038529,P,01,LC,21027.0,58196.0,2021-04-16,
70104,038534,P,02,LC,22420.0,58812.0,2021-11-29,
70108,038535,P,02,LC,21971.0,58612.0,2021-09-07,
70109,038537,P,01,LC,21730.0,58573.0,2021-07-14,
70110,038538,P,90,LC,21041.0,58201.0,2021-04-01,
70112,038539,P,01,LC,14094.0,54507.0,2021-03-31,2023-12-31
70122,038545,P,01,LC,20754.0,58058.0,2021-03-31,
70135,038551,C,01,LC,21520.0,58433.0,2021-06-24,
70139,038553,P,02,LC,21524.0,58197.0,2021-06-18,2022-12-30
70143,038554,P,03,LC,21884.0,58494.0,2021-08-09,
70147,038557,P,02,LC,21934.0,58665.0,2021-09-23,2023-12-05
70148,038558,P,01,LC,21105.0,58222.0,2021-04-23,
70152,038559,P,02,LC,22167.0,58634.0,2021-10-11,2023-08-31
70170,038576,P,01,LC,20902.0,58175.0,2021-04-23,
70171,038578,P,01,LC,23784.0,59513.0,2023-03-30,
70173,038583,P,01,LC,21774.0,58606.0,2021-07-21,
70174,038585,P,01,LC,21112.0,58228.0,2021-04-09,2023-07-31
70175,038590,P,01,LC,21066.0,58207.0,2021-04-06,
70182,038592,P,02,LC,21628.0,58257.0,2021-07-16,
70183,038594,P,01,LC,21087.0,58215.0,2021-04-29,
70187,038596,P,01,LC,20895.0,58170.0,2021-04-15,
70188,038598,P,01,LC,19076.0,56891.0,2021-04-07,
70189,038599,P,01,LC,21084.0,58214.0,2021-04-07,2023-04-28
70197,038608,P,02,LC,21924.0,58556.0,2021-09-09,
70201,038609,P,02,LC,21854.0,58574.0,2021-08-17,
70205,038612,P,02,LC,22589.0,58877.0,2021-12-20,
70206,038614,C,90,LC,21233.0,58264.0,2021-05-07,
70210,038618,P,01,LC,20927.0,58182.0,2021-04-05,
70214,038620,P,02,LC,21567.0,58299.0,2021-06-07,
70216,038621,P,02,LC,21958.0,58682.0,2021-09-28,2022-08-28
70217,038621,P,02,LC,23270.0,59360.0,2022-08-29,
70218,038624,P,01,LC,21782.0,58614.0,2021-07-21,
70219,038625,P,01,LC,21060.0,58204.0,2021-04-30,
70226,038632,P,01,LC,23081.0,59282.0,2022-05-19,
70228,038634,P,01,LC,21294.0,58291.0,2021-05-05,
70230,038635,P,01,LC,21118.0,58230.0,2021-05-05,
70234,038637,P,02,LC,21752.0,58304.0,2021-07-19,
70236,038639,P,01,LC,21104.0,58220.0,2021-04-14,2023-04-28
70242,038641,P,02,LC,21910.0,58547.0,2021-09-07,
70246,038642,P,02,LC,22076.0,58539.0,2021-09-09,
70247,038643,P,90,LC,21111.0,58227.0,2021-04-30,
70248,038645,P,01,LC,21301.0,58295.0,2021-05-12,
70249,038646,P,01,LC,20972.0,58186.0,2021-04-21,
70250,038647,P,01,LC,21350.0,58318.0,2021-06-11,
70254,038648,P,02,LC,21739.0,58472.0,2021-07-23,2022-12-06
70255,038648,P,02,LC,23627.0,59462.0,2022-12-07,
70259,038649,P,02,LC,21644.0,58259.0,2021-07-12,
70267,038655,P,02,LC,21850.0,58566.0,2021-08-17,2022-07-07
70272,038660,P,02,LC,21719.0,58294.0,2021-07-09,2022-12-30
70273,038661,P,01,LC,21551.0,58460.0,2021-06-24,
70274,038662,P,01,LC,21261.0,58273.0,2021-05-12,
70276,038664,P,01,LC,14419.0,54711.0,2021-04-19,
70293,038672,P,03,LC,22500.0,59014.0,2021-12-31,2023-02-28
70294,038673,P,01,LC,21051.0,58202.0,2021-04-28,
70295,038674,P,01,LC,21065.0,58206.0,2021-04-23,
70296,038676,P,90,LC,21324.0,58305.0,2021-05-20,
70300,038681,P,01,LC,20991.0,58188.0,2021-04-21,
70303,038684,P,01,LC,20997.0,58189.0,2021-04-30,2022-11-30
70304,038687,P,01,LC,21516.0,58429.0,2021-06-18,
70305,038688,P,01,LC,21026.0,58195.0,2021-04-29,
70308,038697,P,01,LC,21089.0,58216.0,2021-04-23,
70317,038705,P,01,LC,21758.0,58593.0,2021-07-16,
70318,038706,P,01,LC,21269.0,58278.0,2021-05-07,
70319,038707,P,01,LC,21600.0,58505.0,2021-07-21,
70320,038708,P,01,LC,21349.0,58317.0,2021-06-10,
70324,038711,P,01,LC,92252.0,52697.0,2021-04-28,
70325,038712,P,01,LC,20955.0,58184.0,2021-04-28,
70329,038715,P,02,LC,21568.0,58300.0,2021-06-17,2023-02-20
70330,038715,P,02,LC,23722.0,59491.0,2023-02-21,
70334,038716,P,02,LC,21665.0,58265.0,2021-07-06,
70335,038717,P,01,LC,20134.0,57415.0,2021-06-17,
70338,038720,C,01,LC,23235.0,59342.0,2022-07-13,
70340,038722,P,01,LC,19919.0,57213.0,2021-04-29,
70341,038723,P,01,LC,21788.0,58619.0,2021-07-22,
70346,038735,P,90,LC,21249.0,58270.0,2021-05-07,
70348,038736,P,01,LC,21121.0,58232.0,2021-05-19,
70351,038738,P,01,LC,21336.0,58310.0,2021-05-07,
70352,038739,P,01,LC,21122.0,58233.0,2021-05-26,
70356,038744,P,01,LC,21125.0,58236.0,2021-05-26,
70357,038745,P,01,LC,21778.0,58608.0,2021-07-16,
70358,038747,P,01,LC,21123.0,58234.0,2021-05-26,
70359,038748,P,01,LC,21613.0,58514.0,2021-07-28,
70364,038750,P,02,LC,21766.0,58487.0,2021-07-30,2023-03-16
70365,038750,P,02,LC,23814.0,59533.0,2023-03-17,
70367,038753,P,01,LC,21906.0,58704.0,2021-09-16,
70368,038754,P,01,LC,21271.0,58281.0,2021-05-07,
70369,038755,P,01,LC,21775.0,58607.0,2021-07-15,
70372,038757,P,01,LC,21120.0,58231.0,2021-05-25,
70376,038762,P,01,LC,21296.0,58292.0,2021-05-25,
70377,038763,P,01,LC,21262.0,58275.0,2021-05-27,
70378,038764,P,01,LC,21703.0,58551.0,2021-07-16,
70382,038768,P,01,LC,20181.0,57365.0,2021-05-06,
70385,038770,P,01,LC,21210.0,58258.0,2021-05-27,
70387,038771,P,01,LC,21533.0,58441.0,2021-06-03,
70391,038773,P,01,LC,21222.0,58260.0,2021-05-07,
70396,038777,P,02,LC,21704.0,58434.0,2021-07-28,2023-04-13
70397,038777,P,02,LC,23856.0,59544.0,2023-04-14,
70398,038779,P,01,LC,19071.0,56889.0,2021-05-10,
70399,038780,P,01,LC,23184.0,59314.0,2022-06-22,
70400,038782,P,01,LC,21342.0,58312.0,2021-05-14,
70401,038783,P,01,LC,21286.0,58288.0,2021-05-26,
70412,038790,P,01,LC,24078.0,59611.0,2023-07-14,
70413,038791,P,01,LC,21513.0,58428.0,2021-06-15,
70421,038798,P,02,LC,22582.0,58970.0,2021-12-27,
70426,038800,P,02,LC,22480.0,58799.0,2021-12-13,2023-09-20
70427,038800,P,02,LC,24201.0,59650.0,2023-09-21,
70431,038803,P,02,LC,21772.0,58489.0,2021-07-23,2022-12-30
70436,038804,P,02,LC,22781.0,59090.0,2022-02-10,
70437,038805,P,90,LC,21278.0,58283.0,2021-05-28,
70438,038806,P,01,LC,21263.0,58276.0,2021-05-27,
70442,038812,P,01,LC,21526.0,58436.0,2021-06-30,
70449,038818,P,02,LC,21974.0,58618.0,2021-09-20,
70452,038821,P,01,LC,21124.0,58235.0,2021-06-03,
70453,038822,P,01,LC,21571.0,58479.0,2021-06-10,
70457,038823,P,02,LC,21871.0,58594.0,2021-08-30,2022-06-30
70458,038824,P,01,LC,21529.0,58439.0,2021-06-10,
70462,038825,P,02,LC,21840.0,58561.0,2021-08-19,2023-01-09
70463,038827,P,01,LC,21786.0,58616.0,2021-07-01,
70464,038829,P,01,LC,21540.0,58448.0,2021-06-18,
70466,038832,P,01,LC,21345.0,58315.0,2021-06-09,
70467,038834,P,01,LC,21348.0,58316.0,2021-06-10,
70468,038835,P,01,LC,21592.0,58496.0,2021-06-16,
70473,038840,P,02,LC,23629.0,59417.0,2022-12-08,
70477,038844,P,90,LC,21428.0,58348.0,2021-06-08,
70478,038845,P,01,LC,20269.0,57399.0,2021-05-20,
70484,038848,P,01,LC,93350.0,53393.0,2021-05-20,
70486,038849,P,90,LC,23204.0,59328.0,2022-07-15,
70494,038856,P,01,LC,21369.0,58332.0,2021-06-24,
70495,038857,P,01,LC,21563.0,58470.0,2021-06-11,
70500,038858,P,02,LC,22748.0,59017.0,2022-01-10,
70505,038862,P,90,LC,21525.0,58435.0,2021-06-11,
70511,038866,P,02,LC,22512.0,58817.0,2021-12-06,
70512,038867,P,01,LC,21780.0,58611.0,2021-07-13,
70513,038868,P,01,LC,21373.0,58335.0,2021-06-16,2022-10-31
70517,038869,P,02,LC,22722.0,59004.0,2022-01-03,
70519,038870,P,01,LC,21607.0,58510.0,2021-07-23,
70523,038871,P,02,LC,22148.0,58770.0,2021-10-26,2023-06-30
70527,038874,P,01,LC,17134.0,56152.0,2021-05-25,
70531,038875,P,02,LC,21740.0,58475.0,2021-07-28,
70540,038880,P,02,LC,22792.0,59100.0,2022-02-10,
70543,038881,P,02,LC,21927.0,58718.0,2021-10-01,
70544,038883,P,01,LC,21351.0,58319.0,2021-06-17,
70549,038885,P,02,LC,22565.0,58951.0,2021-12-14,
70554,038891,P,01,LC,21227.0,58261.0,2021-05-26,
70564,038898,P,02,LC,22554.0,58944.0,2021-12-27,
70566,038900,P,01,LC,21721.0,58568.0,2021-07-20,
70570,038908,P,01,LC,21589.0,58495.0,2021-06-17,
70571,038909,P,90,LC,21401.0,58340.0,2021-06-22,
70572,038910,P,01,LC,21512.0,58427.0,2021-06-25,
70576,038913,P,02,LC,21824.0,58351.0,2021-08-05,2023-06-30
70577,038915,P,01,LC,21353.0,58321.0,2021-06-23,
70578,038916,P,01,LC,20067.0,57411.0,2021-06-01,
70579,038917,P,01,LC,21570.0,58477.0,2021-06-24,2023-12-29
70585,038920,P,01,LC,21560.0,58467.0,2021-06-18,
70586,038923,P,01,LC,21538.0,58446.0,2021-06-18,
70587,038924,P,01,LC,21713.0,58562.0,2021-07-01,
70588,038925,P,01,LC,21528.0,58438.0,2021-06-18,
70590,038926,P,02,LC,23446.0,59416.0,2022-10-28,
70591,038927,P,01,LC,21357.0,58323.0,2021-06-24,
70593,038928,P,90,LC,21722.0,58569.0,2021-07-01,
70594,038929,P,90,LC,21360.0,58326.0,2021-06-18,
70598,038931,P,01,LC,21358.0,58324.0,2021-06-24,
70599,038932,P,01,LC,21930.0,58720.0,2021-09-15,
70606,038935,P,02,LC,21860.0,58481.0,2021-08-18,
70607,038936,P,01,LC,21359.0,58325.0,2021-06-25,
70608,038937,P,01,LC,20238.0,57542.0,2021-06-02,
70613,038942,P,01,LC,21537.0,58445.0,2021-06-30,2023-06-30
70614,038944,P,01,LC,21535.0,58443.0,2021-06-30,2023-06-30
70615,038945,P,01,LC,21534.0,58442.0,2021-06-30,
70616,038946,P,01,LC,21612.0,58513.0,2021-07-28,
70619,038949,P,01,LC,19539.0,57080.0,2021-06-04,
70622,038952,P,01,LC,20580.0,57917.0,2021-06-08,
70625,038953,P,01,LC,20330.0,57581.0,2021-06-07,
70626,038954,P,01,LC,21372.0,58333.0,2021-06-30,
70630,038956,P,02,LC,22228.0,58677.0,2021-10-04,
70631,038957,P,01,LC,21542.0,58452.0,2021-06-25,
70635,038960,P,01,LC,19952.0,57337.0,2021-06-11,
70636,038961,P,01,LC,21409.0,58342.0,2021-06-08,
70640,038963,P,03,LC,21888.0,58498.0,2021-08-06,2023-06-30
70645,038967,P,01,LC,19824.0,57168.0,2021-06-09,
70647,038968,P,90,LC,23518.0,59442.0,2022-11-11,
70648,038969,P,90,LC,21379.0,58337.0,2021-06-29,
70649,038971,P,90,LC,21569.0,58476.0,2021-06-25,
70651,038972,P,01,LC,21770.0,58602.0,2021-07-09,
70654,038973,P,02,LC,22173.0,58636.0,2021-10-01,2023-02-28
70658,038974,P,02,LC,22726.0,59006.0,2022-01-07,2023-12-18
70659,038974,P,02,LC,24673.0,59752.0,2023-12-19,
70662,038978,P,01,LC,19135.0,56945.0,2021-06-10,
70663,038979,P,01,LC,19620.0,57224.0,2021-06-10,
70668,038981,C,01,LC,18802.0,56781.0,2021-06-10,2023-09-18
70669,038981,C,01,LC,18802.0,56781.0,2023-11-21,2023-12-11
70678,038986,P,01,LC,21695.0,58544.0,2021-07-01,
70679,038987,P,01,LC,21518.0,58431.0,2021-06-30,
70680,038989,P,01,LC,21545.0,58455.0,2021-06-29,2022-07-31
70684,038992,P,02,LC,21720.0,58456.0,2021-07-30,
70685,038993,P,01,LC,21841.0,58659.0,2021-08-13,
70688,038995,P,01,LC,21556.0,58465.0,2021-06-11,
70692,038998,P,90,LC,21374.0,58336.0,2021-06-30,
70702,039009,P,01,LC,20136.0,57329.0,2021-06-15,
70718,039018,P,90,LC,21365.0,58327.0,2021-06-18,2023-09-30
70719,039018,C,90,LC,21365.0,58327.0,2023-10-01,2023-10-11
70720,039018,P,01,LC,24378.0,59681.0,2023-10-12,
70728,039025,P,01,LC,19025.0,56867.0,2021-06-16,
70733,039026,P,02,LC,22335.0,58887.0,2021-11-29,2023-10-12
70738,039027,P,02,LC,21948.0,58669.0,2021-10-01,
70743,039028,P,02,LC,22071.0,58537.0,2021-09-03,
70744,039029,P,01,LC,23191.0,59320.0,2022-06-15,
70760,039039,P,01,LC,21367.0,58328.0,2021-06-17,
70764,039041,P,01,LC,21356.0,58322.0,2021-07-01,
70769,039048,P,01,LC,21352.0,58320.0,2021-06-23,
70775,039050,P,02,LC,21954.0,58589.0,2021-09-10,
70776,039051,P,01,LC,21586.0,58492.0,2021-06-25,
70778,039053,P,01,LC,18549.0,56675.0,2021-06-22,2023-12-29
70779,039054,P,01,LC,20277.0,57421.0,2021-06-22,
70782,039056,P,01,LC,21624.0,58519.0,2021-07-16,
70783,039057,P,01,LC,21543.0,58453.0,2021-06-24,
70784,039059,P,01,LC,21701.0,58550.0,2021-07-22,
70785,039060,P,01,LC,21539.0,58447.0,2021-06-25,
70786,039061,P,01,LC,21641.0,58520.0,2021-07-15,
70790,039062,P,02,LC,23025.0,59223.0,2022-04-14,
70791,039063,P,01,LC,21547.0,58458.0,2021-06-25,
70795,039064,P,02,LC,22631.0,58926.0,2022-01-10,
70796,039065,P,01,LC,21593.0,58497.0,2021-06-30,
70797,039067,P,01,LC,21605.0,58508.0,2021-07-22,
70798,039068,P,01,LC,21663.0,58524.0,2021-08-31,
70799,039069,P,01,LC,21554.0,58464.0,2021-06-30,
70800,039070,P,01,LC,21559.0,58466.0,2021-06-30,
70802,039077,P,01,LC,21694.0,58543.0,2021-07-16,
70803,039078,P,01,LC,19556.0,57121.0,2021-06-23,
70817,039088,P,01,LC,21598.0,58503.0,2021-07-16,
70819,039089,P,01,LC,21939.0,58731.0,2021-09-15,
70830,039097,P,01,LC,19808.0,57162.0,2021-06-25,
70831,039098,P,01,LC,20146.0,57345.0,2021-06-25,
70832,039099,P,01,LC,21700.0,58549.0,2021-07-13,2023-07-31
70836,039100,P,02,LC,22439.0,58995.0,2021-12-30,2023-08-31
70837,039102,P,01,LC,21030.0,57921.0,2021-09-02,2024-01-31
70838,039103,P,01,LC,21576.0,58482.0,2021-06-28,
70839,039104,P,01,LC,13883.0,54381.0,2021-06-28,
70840,039105,P,01,LC,19830.0,57231.0,2021-06-28,
70841,039107,P,01,LC,21716.0,58565.0,2021-07-23,
70842,039108,P,01,LC,14358.0,54684.0,2021-06-28,
70843,039111,P,01,LC,21691.0,58540.0,2021-07-21,
70844,039112,P,01,LC,20365.0,57540.0,2021-06-28,
70845,039114,P,01,LC,21431.0,58354.0,2021-06-29,2022-11-30
70861,039121,P,02,LC,21833.0,58555.0,2021-08-13,
70862,039122,P,01,LC,21614.0,58515.0,2021-07-28,
70864,039124,P,01,LC,21584.0,58490.0,2021-06-30,
70869,039126,P,02,LC,21845.0,58563.0,2021-08-23,
70870,039127,C,01,LC,21527.0,58437.0,2021-06-30,2021-06-30
70871,039127,P,01,LC,21527.0,58437.0,2021-07-01,
70875,039128,P,01,LC,21429.0,58349.0,2021-07-01,
70893,039136,P,01,LC,19835.0,57239.0,2021-07-01,
70898,039142,P,01,LC,19573.0,57190.0,2021-07-01,2023-12-29
70912,039156,P,01,LC,21683.0,58528.0,2021-07-01,
70913,039157,P,01,LC,19064.0,56888.0,2021-07-02,
70914,039158,P,01,LC,20145.0,57344.0,2021-07-02,
70915,039159,P,01,LC,20072.0,57299.0,2021-07-02,
70916,039160,P,01,LC,17147.0,56175.0,2021-07-02,
70924,039169,P,02,LC,22225.0,58676.0,2021-10-08,
70925,039170,P,01,LC,21763.0,58599.0,2021-07-15,
70926,039171,P,01,LC,21764.0,58600.0,2021-07-15,
70930,039174,P,02,LC,22241.0,58686.0,2021-10-01,2023-02-28
70931,039174,P,02,LC,23793.0,59520.0,2023-03-01,
70932,039175,P,01,LC,21604.0,58507.0,2021-07-22,
70936,039176,P,02,LC,22180.0,58643.0,2021-10-04,2023-08-31
70940,039178,P,02,LC,22590.0,58878.0,2021-12-14,2022-12-30
70943,039181,P,01,LC,21750.0,58587.0,2021-07-30,
70944,039182,P,01,LC,21596.0,58501.0,2021-07-20,
70945,039184,P,01,LC,21762.0,58598.0,2021-07-30,
70948,039185,P,02,LC,21876.0,58681.0,2021-09-01,
70952,039187,P,02,LC,21921.0,58648.0,2021-09-24,2023-08-07
70956,039188,P,02,LC,22166.0,58633.0,2021-10-04,2023-08-31
70957,039189,P,01,LC,21732.0,58576.0,2021-07-30,
70958,039190,P,01,LC,21756.0,58591.0,2021-07-30,
70965,039195,P,01,LC,20390.0,57547.0,2021-07-12,2023-09-25
70967,039197,P,01,LC,21686.0,58532.0,2021-07-22,
70968,039198,P,01,LC,21599.0,58504.0,2021-07-16,
70969,039199,P,01,LC,21601.0,58506.0,2021-07-21,
70970,039201,P,01,LC,21789.0,58621.0,2021-08-05,2023-02-28
70971,039202,P,01,LC,21761.0,58597.0,2021-07-15,
70972,039203,P,01,LC,21731.0,58575.0,2021-07-16,2023-01-31
70973,039204,P,01,LC,21779.0,58609.0,2021-07-30,
70984,039207,P,02,LC,22070.0,58533.0,2021-09-07,2023-08-14
70985,039207,P,02,LC,24164.0,59637.0,2023-08-15,
70989,039210,P,02,LC,22072.0,58538.0,2021-09-20,2023-06-15
70990,039210,P,02,LC,23995.0,59584.0,2023-06-16,
70994,039212,P,02,LC,22559.0,58858.0,2021-12-17,
70998,039214,P,02,LC,22069.0,58530.0,2021-09-16,
70999,039215,P,01,LC,22361.0,58998.0,2021-11-04,
71009,039225,C,01,LC,21564.0,58474.0,2021-06-30,2021-06-30
71010,039225,P,01,LC,21564.0,58474.0,2021-07-01,
71016,039231,P,01,LC,20115.0,57317.0,2021-07-14,
71032,039240,P,02,LC,21832.0,58554.0,2021-08-04,
71033,039241,P,01,LC,21753.0,58588.0,2021-07-15,
71036,039246,P,01,LC,21606.0,58509.0,2021-07-23,
71038,039248,P,01,LC,21749.0,58586.0,2021-07-23,
71039,039250,P,01,LC,19935.0,57220.0,2021-07-15,
71040,039251,P,01,LC,20452.0,57654.0,2021-07-15,
71041,039255,P,01,LC,20101.0,57310.0,2021-07-16,
71048,039259,P,02,LC,21914.0,58644.0,2021-09-03,2023-10-25
71049,039259,P,02,LC,21914.0,58644.0,2023-11-03,
71053,039260,P,02,LC,22188.0,58711.0,2021-10-29,2023-05-31
71054,039261,P,01,LC,21882.0,58684.0,2021-08-12,
