Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,88319,10/22/2012,0.070977539,0.117010965,0.113209503,21,100
Market-Adjusted Model,88330,10/22/2012,0.002766251,0.049647887,0.044998214,21,100
Market-Adjusted Model,88331,10/22/2012,-0.152451147,-0.115435633,-0.110219184,21,100
Market-Adjusted Model,88332,10/22/2012,-0.009999987,0.036580837,0.032231976,21,100
Market-Adjusted Model,88335,10/22/2012,-0.099999961,-0.042217993,-0.057767998,21,100
Market-Adjusted Model,88336,10/22/2012,0.088888884,0.157502952,0.131120847,21,100
Market-Adjusted Model,88340,10/22/2012,0.014893654,0.062721723,0.057125617,21,100
Market-Adjusted Model,88341,10/22/2012,-0.002689396,0.042333973,0.039542567,21,100
Market-Adjusted Model,88343,10/22/2012,-0.026171414,0.018719765,0.016060549,21,100
Market-Adjusted Model,88351,10/22/2012,0.045597482,0.096738454,0.087829445,21,100
Market-Adjusted Model,88352,10/22/2012,0.051612552,0.095155792,0.093844515,21,100
Market-Adjusted Model,88359,10/22/2012,-0.06000003,0.049702367,-0.017768067,21,100
Market-Adjusted Model,88360,10/22/2012,-0.143783778,-0.098639385,-0.101551815,21,100
Market-Adjusted Model,88362,10/22/2012,0.024897811,0.0690278,0.067129774,21,100
Market-Adjusted Model,88367,10/22/2012,0.048214035,0.090922432,0.090445998,21,100
Market-Adjusted Model,88368,10/22/2012,-0.07569141,-0.022549854,-0.033459447,21,100
Market-Adjusted Model,88370,10/22/2012,-0.069444461,-0.02717086,-0.027212498,21,100
Market-Adjusted Model,88371,10/22/2012,-0.348901148,-0.214072421,-0.306669185,21,100
Market-Adjusted Model,88372,10/22/2012,0.035542178,0.085217506,0.077774141,21,100
Market-Adjusted Model,88373,10/22/2012,0.015727115,0.058582017,0.057959079,21,100
Market-Adjusted Model,88379,10/22/2012,-0.08388943,-0.041530086,-0.041657467,21,100
Market-Adjusted Model,88384,10/22/2012,-0.038596456,0.011931551,0.003635507,21,100
Market-Adjusted Model,88391,10/22/2012,-0.056114159,-0.012489699,-0.013882196,21,100
Market-Adjusted Model,88392,10/22/2012,0.06415097,0.10546416,0.106382933,21,100
Market-Adjusted Model,88396,10/22/2012,-0.003002581,0.04041763,0.039229383,21,100
Market-Adjusted Model,88397,10/22/2012,-0.026282102,0.017338298,0.015949861,21,100
Market-Adjusted Model,88398,10/22/2012,-0.011462151,0.031775186,0.030769812,21,100
Market-Adjusted Model,88399,10/22/2012,-0.040936421,0.001578754,0.001295542,21,100
Market-Adjusted Model,88401,10/22/2012,-0.047772732,-0.005537412,-0.005540769,21,100
Market-Adjusted Model,88402,10/22/2012,-0.035186316,0.007375427,0.007045647,21,100
Market-Adjusted Model,88403,10/22/2012,-0.045462808,-0.003515209,-0.003230845,21,100
Market-Adjusted Model,88404,10/22/2012,-0.017305433,0.025974025,0.02492653,21,100
Market-Adjusted Model,88405,10/22/2012,-0.019722858,0.023641498,0.022509105,21,100
Market-Adjusted Model,88406,10/22/2012,-0.036551474,0.006056408,0.005680489,21,100
Market-Adjusted Model,88407,10/22/2012,-0.029214499,0.013480378,0.013017465,21,100
Market-Adjusted Model,88411,10/22/2012,-0.019442655,0.023581292,0.022789308,21,100
Market-Adjusted Model,88417,10/22/2012,-0.133333262,-0.092330953,-0.091101298,21,100
Market-Adjusted Model,88421,10/22/2012,-0.161551873,-0.121888405,-0.11931991,21,99
Market-Adjusted Model,88427,10/22/2012,-0.076023392,-0.029335825,-0.033791429,21,100
Market-Adjusted Model,88434,10/22/2012,-0.340622638,-0.35594037,-0.298390675,21,100
Market-Adjusted Model,88436,10/22/2012,-0.153228353,-0.11901607,-0.11099639,21,100
Market-Adjusted Model,88439,10/22/2012,-0.003614426,0.04293099,0.038617537,21,100
Market-Adjusted Model,88442,10/22/2012,-0.185810791,-0.157858608,-0.143578828,21,100
Market-Adjusted Model,88446,10/22/2012,-0.069125348,-0.024339521,-0.026893385,21,100
Market-Adjusted Model,88451,10/22/2012,-0.135036551,-0.086663258,-0.092804588,21,100
Market-Adjusted Model,88458,10/22/2012,0.033946221,0.082914666,0.076178184,21,100
Market-Adjusted Model,88462,10/22/2012,-0.431818214,-0.422597361,-0.389586251,21,100
Market-Adjusted Model,88466,10/22/2012,-0.037671277,0.00620859,0.004560686,21,100
Market-Adjusted Model,88468,10/22/2012,0.120567325,0.179864838,0.162799288,21,100
Market-Adjusted Model,88475,10/22/2012,-0.029669563,0.014138188,0.0125624,21,100
Market-Adjusted Model,88485,10/22/2012,-0.007352933,0.041269473,0.03487903,21,100
Market-Adjusted Model,88487,10/22/2012,0.049586729,0.094966472,0.091818692,21,100
Market-Adjusted Model,88490,10/22/2012,-0.060632734,-0.016918627,-0.018400771,21,100
Market-Adjusted Model,88494,10/22/2012,-0.05323593,-0.008734768,-0.011003967,21,100
Market-Adjusted Model,88495,10/22/2012,0.368239473,0.386226924,0.410471437,21,100
Market-Adjusted Model,88497,10/22/2012,-0.140384611,-0.098860831,-0.098152648,21,100
Market-Adjusted Model,88504,10/22/2012,0.078625934,0.131958025,0.120857897,21,100
Market-Adjusted Model,88507,10/22/2012,-0.038265329,0.013140075,0.003966634,21,100
Market-Adjusted Model,88511,10/22/2012,-0.154791173,-0.118871585,-0.11255921,21,100
Market-Adjusted Model,88516,10/22/2012,0.180769253,0.240666837,0.223001216,21,100
Market-Adjusted Model,88526,10/22/2012,-0.266666655,-0.232071611,-0.224434692,21,100
Market-Adjusted Model,88534,10/22/2012,0.07317078,0.116345009,0.115402743,21,100
Market-Adjusted Model,88537,10/22/2012,0.054545404,0.121737343,0.096777367,21,100
Market-Adjusted Model,88542,10/22/2012,-0.119593567,-0.065721294,-0.077361603,21,100
Market-Adjusted Model,88545,10/22/2012,-0.150537659,-0.116615334,-0.108305696,21,100
Market-Adjusted Model,88546,10/22/2012,0.081632576,0.124695899,0.123864539,21,100
Market-Adjusted Model,88550,10/22/2012,0.255261641,0.310353299,0.297493605,21,100
Market-Adjusted Model,88564,10/22/2012,-0.068281928,-0.02101638,-0.026049965,21,100
Market-Adjusted Model,88568,10/22/2012,-0.085509108,-0.044905631,-0.043277145,21,100
Market-Adjusted Model,88572,10/22/2012,-0.095541459,-0.01494713,-0.053309496,21,100
Market-Adjusted Model,88574,10/22/2012,0.07407401,0.137747477,0.116305973,21,100
Market-Adjusted Model,88590,10/22/2012,-0.009282661,0.035171533,0.032949302,21,100
Market-Adjusted Model,88593,10/22/2012,0.078444047,0.122181478,0.12067601,21,100
Market-Adjusted Model,88595,10/22/2012,-0.017326751,0.025855536,0.024905212,21,100
Market-Adjusted Model,88597,10/22/2012,0.183819167,0.219001522,0.22605113,21,100
Market-Adjusted Model,88604,10/22/2012,-0.049611001,-0.007823105,-0.007379038,21,100
Market-Adjusted Model,88606,10/22/2012,-0.034297491,0.008362497,0.007934472,21,100
Market-Adjusted Model,88607,10/22/2012,-0.0278829,0.014891136,0.014349063,21,100
Market-Adjusted Model,88608,10/22/2012,-0.036688833,0.005901841,0.00554313,21,100
Market-Adjusted Model,88609,10/22/2012,-0.021085469,0.021888588,0.021146495,21,100
Market-Adjusted Model,88610,10/22/2012,-0.048995557,-0.006817468,-0.006763594,21,100
Market-Adjusted Model,88612,10/22/2012,-0.120772892,-0.084206262,-0.078540929,21,100
Market-Adjusted Model,88615,10/22/2012,-0.080226886,-0.039671806,-0.037994923,21,100
Market-Adjusted Model,88620,10/22/2012,-0.259393049,-0.243931168,-0.217161086,21,100
Market-Adjusted Model,88626,10/22/2012,-0.337931072,-0.28063957,-0.295699109,21,100
Market-Adjusted Model,88635,10/22/2012,-0.078614703,-0.036571387,-0.03638274,21,100
Market-Adjusted Model,88645,10/22/2012,-0.141058185,-0.103863223,-0.098826222,21,100
Market-Adjusted Model,88646,10/22/2012,-0.324404741,-0.324194615,-0.282172778,21,100
Market-Adjusted Model,88648,10/22/2012,0.002183458,0.048458867,0.044415421,21,100
Market-Adjusted Model,88658,10/22/2012,-0.021783068,0.021092766,0.020448895,21,100
Market-Adjusted Model,88659,10/22/2012,-0.015915105,0.0313735,0.026316858,21,100
Market-Adjusted Model,88660,10/22/2012,0.125477321,0.163281783,0.167709284,21,100
Market-Adjusted Model,88661,10/22/2012,0.01028919,0.058674926,0.052521153,21,100
Market-Adjusted Model,88664,10/22/2012,0.005991134,0.049854233,0.048223097,21,100
Market-Adjusted Model,88668,10/22/2012,-0.041794701,0.001029555,0.000437262,21,100
Market-Adjusted Model,88673,10/22/2012,0.022727262,0.065572428,0.064959226,21,100
Market-Adjusted Model,88678,10/22/2012,-0.040939229,0.001146042,0.001292734,21,100
Market-Adjusted Model,88683,10/22/2012,-0.077950987,-0.030558896,-0.035719024,21,100
Market-Adjusted Model,88719,10/22/2012,0.005263154,0.052862498,0.047495117,21,100
Market-Adjusted Model,88729,10/22/2012,-0.026849411,0.021222945,0.015382552,21,100
Market-Adjusted Model,88739,10/22/2012,0.050032933,0.096445046,0.092264896,21,100
Market-Adjusted Model,88740,10/22/2012,-0.168970869,-0.136307944,-0.126738906,21,100
Market-Adjusted Model,88742,10/22/2012,-0.258071703,-0.241049096,-0.21583974,21,100
Market-Adjusted Model,88746,10/22/2012,-0.153846101,-0.025415762,-0.111614138,21,100
Market-Adjusted Model,88750,10/22/2012,-0.118389385,-0.07460322,-0.076157422,21,100
Market-Adjusted Model,88779,10/22/2012,0.286324844,0.370507565,0.328556807,21,100
Market-Adjusted Model,88786,10/22/2012,0.126849873,0.165903021,0.169081836,21,100
Market-Adjusted Model,88788,10/22/2012,0.08594264,0.127276929,0.128174603,21,100
Market-Adjusted Model,88790,10/22/2012,-0.287648031,-0.278288113,-0.245416068,21,100
Market-Adjusted Model,88792,10/22/2012,-0.066810335,-0.023220481,-0.024578372,21,100
Market-Adjusted Model,88795,10/22/2012,-0.185294146,-0.15458038,-0.143062183,21,100
Market-Adjusted Model,88806,10/22/2012,-0.002462993,0.042468156,0.03976897,21,100
Market-Adjusted Model,88807,10/22/2012,-0.10937496,-0.067729537,-0.067142997,21,100
Market-Adjusted Model,88810,10/22/2012,-0.068421015,-0.024994866,-0.026189052,21,100
Market-Adjusted Model,88811,10/22/2012,-0.067076153,-0.025035348,-0.02484419,21,100
Market-Adjusted Model,88814,10/22/2012,0.006595568,0.051307085,0.048827531,21,100
Market-Adjusted Model,88817,10/22/2012,0.003875965,0.05044739,0.046107928,21,100
Market-Adjusted Model,88818,10/22/2012,-0.068249509,-0.024263119,-0.026017546,21,100
Market-Adjusted Model,88820,10/22/2012,-0.135342965,-0.09719846,-0.093111002,21,100
Market-Adjusted Model,88822,10/22/2012,0.020897108,0.063872307,0.063129071,21,100
Market-Adjusted Model,88836,10/22/2012,-0.113772415,-0.069301897,-0.071540452,21,100
Market-Adjusted Model,88837,10/22/2012,-0.129183253,-0.093931554,-0.08695129,21,100
Market-Adjusted Model,88839,10/22/2012,-0.111363632,-0.067749222,-0.069131669,21,100
Market-Adjusted Model,88841,10/22/2012,-0.091522903,-0.051405281,-0.049290939,21,100
Market-Adjusted Model,88845,10/22/2012,0.028973375,0.073527604,0.071205338,21,100
Market-Adjusted Model,88850,10/22/2012,-0.115685711,-0.058728679,-0.073453748,21,100
Market-Adjusted Model,88853,10/22/2012,-0.069405616,-0.021566936,-0.027173653,21,100
Market-Adjusted Model,88854,10/22/2012,-0.026912167,0.015918213,0.015319796,21,100
Market-Adjusted Model,88857,10/22/2012,-0.067143604,-0.026501487,-0.024911641,21,100
Market-Adjusted Model,88860,10/22/2012,-0.326428927,-0.323269916,-0.284196964,21,100
Market-Adjusted Model,88863,10/22/2012,-0.216681039,-0.190476677,-0.174449075,21,100
Market-Adjusted Model,88865,10/22/2012,-0.070216038,-0.028790253,-0.027984075,21,100
Market-Adjusted Model,88868,10/22/2012,0.000408313,0.033308962,0.033176655,15,100
Market-Adjusted Model,88869,10/22/2012,0.041176435,0.100669677,0.083408398,21,100
Market-Adjusted Model,88871,10/22/2012,-0.031692925,0.01183008,0.010539038,21,100
Market-Adjusted Model,88873,10/22/2012,-0.039251509,0.003494334,0.002980454,21,100
Market-Adjusted Model,88876,10/22/2012,-0.011358258,0.031114399,0.030873705,21,100
Market-Adjusted Model,88879,10/22/2012,0.004977156,0.047455787,0.047209119,21,100
Market-Adjusted Model,88882,10/22/2012,0.029261454,0.076041458,0.071493418,21,100
Market-Adjusted Model,88885,10/22/2012,-0.072485761,-0.030630247,-0.030253798,21,100
Market-Adjusted Model,88888,10/22/2012,0.038164457,0.081671733,0.08039642,21,100
Market-Adjusted Model,88892,10/22/2012,0.126062305,0.16862825,0.168294269,21,100
Market-Adjusted Model,88893,10/22/2012,-0.117002924,-0.079704324,-0.074770961,21,100
Market-Adjusted Model,88894,10/22/2012,-0.009741021,0.032920871,0.032490942,21,100
Market-Adjusted Model,88895,10/22/2012,0.00688473,0.056697036,0.049116693,21,100
Market-Adjusted Model,88897,10/22/2012,-0.11698502,-0.07914143,-0.074753057,21,100
Market-Adjusted Model,88901,10/22/2012,-0.029588947,0.013518149,0.012643017,21,100
Market-Adjusted Model,88903,10/22/2012,-0.071645165,-0.028316312,-0.029413202,21,100
Market-Adjusted Model,88905,10/22/2012,-0.079800535,-0.038077241,-0.037568572,21,100
Market-Adjusted Model,88908,10/22/2012,-0.118701052,-0.076967682,-0.076469089,21,100
Market-Adjusted Model,88912,10/22/2012,0.203740682,0.234388975,0.245972645,21,100
Market-Adjusted Model,88924,10/22/2012,0.017736053,0.060865004,0.059968016,21,100
Market-Adjusted Model,88926,10/22/2012,-0.028571408,0.046939571,0.013660555,21,100
Market-Adjusted Model,88927,10/22/2012,-0.061177485,-0.019575974,-0.018945522,21,100
Market-Adjusted Model,88929,10/22/2012,0.027821441,0.069891778,0.070053404,21,100
Market-Adjusted Model,88930,10/22/2012,-0.00525124,0.037697427,0.036980723,21,100
Market-Adjusted Model,88931,10/22/2012,0.00728003,0.049776366,0.049511993,21,100
Market-Adjusted Model,88932,10/22/2012,0.028728397,0.070738317,0.07096036,21,100
Market-Adjusted Model,88933,10/22/2012,0.002356365,0.045161833,0.044588328,21,100
Market-Adjusted Model,88934,10/22/2012,0.010584982,0.052900154,0.052816945,21,100
Market-Adjusted Model,88935,10/22/2012,-0.025485684,0.017926423,0.01674628,21,100
Market-Adjusted Model,88940,10/22/2012,0.065613566,0.108226849,0.107845529,21,100
Market-Adjusted Model,88944,10/22/2012,-0.034127455,0.009342954,0.008104508,21,100
Market-Adjusted Model,88945,10/22/2012,-0.360000012,-0.381798873,-0.317768048,21,100
Market-Adjusted Model,88949,10/22/2012,-0.086258451,-0.041161848,-0.044026488,21,100
Market-Adjusted Model,88951,10/22/2012,-0.014996569,0.028006606,0.027235394,21,100
Market-Adjusted Model,88953,10/22/2012,-0.054123673,-0.011061994,-0.01189171,21,100
Market-Adjusted Model,88957,10/22/2012,-0.006394613,0.037802008,0.03583735,21,100
Market-Adjusted Model,88958,10/22/2012,-0.069534735,-0.026888021,-0.027302772,21,100
Market-Adjusted Model,88960,10/22/2012,-0.127517436,-0.092262455,-0.085285473,21,100
Market-Adjusted Model,88961,10/22/2012,-0.006931927,0.035737383,0.035300036,21,100
Market-Adjusted Model,88963,10/22/2012,-0.1141985,-0.07465239,-0.071966537,21,100
Market-Adjusted Model,88965,10/22/2012,0.06892047,0.118899758,0.111152433,21,100
Market-Adjusted Model,88970,10/22/2012,-0.169354798,-0.118043891,-0.127122835,21,100
Market-Adjusted Model,88976,10/22/2012,-0.134108257,-0.097181586,-0.091876294,21,100
Market-Adjusted Model,88984,10/22/2012,0.162452753,0.209350883,0.204684716,21,100
Market-Adjusted Model,88987,10/22/2012,-0.069676695,-0.027439513,-0.027444732,21,100
Market-Adjusted Model,88988,10/22/2012,-0.083333018,-0.038396917,-0.041101055,21,100
Market-Adjusted Model,88989,10/22/2012,-0.02487334,0.017988346,0.017358623,21,100
Market-Adjusted Model,88991,10/22/2012,0.176047515,0.227291659,0.218279478,21,100
Market-Adjusted Model,88992,10/22/2012,-0.08455883,-0.044063167,-0.042326867,21,100
Market-Adjusted Model,88994,10/22/2012,-0.01754384,0.039545509,0.024688123,21,100
Market-Adjusted Model,89002,10/22/2012,-0.013331467,0.030338384,0.028900496,21,100
Market-Adjusted Model,89003,10/22/2012,0.096825374,0.136228718,0.139057337,21,100
Market-Adjusted Model,89004,10/22/2012,-0.074048756,-0.029285299,-0.031816793,21,100
Market-Adjusted Model,89006,10/22/2012,-0.056094913,-0.014790208,-0.01386295,21,100
Market-Adjusted Model,89008,10/22/2012,-0.077151341,-0.034105633,-0.034919378,21,100
Market-Adjusted Model,89009,10/22/2012,0.007662853,0.050590196,0.049894816,21,100
Market-Adjusted Model,89011,10/22/2012,0.006808517,0.049417693,0.04904048,21,100
Market-Adjusted Model,89012,10/22/2012,-0.008897284,0.033760765,0.033334679,21,100
Market-Adjusted Model,89014,10/22/2012,-0.00660308,0.037283228,0.035628883,21,100
Market-Adjusted Model,89016,10/22/2012,-0.056840486,-0.0146812,-0.014608523,21,100
Market-Adjusted Model,89017,10/22/2012,-0.082169742,-0.040703198,-0.039937779,21,100
Market-Adjusted Model,89022,10/22/2012,-0.010118765,0.034230964,0.032113198,21,100
Market-Adjusted Model,89025,10/22/2012,-0.279548462,-0.255255976,-0.237316499,21,100
Market-Adjusted Model,89029,10/22/2012,-0.010178104,0.040969966,0.032053859,21,100
Market-Adjusted Model,89031,10/22/2012,0.36912749,0.38922611,0.411359453,21,100
Market-Adjusted Model,89036,10/22/2012,-0.092209844,-0.049475296,-0.049977881,21,100
Market-Adjusted Model,89038,10/22/2012,-0.000622948,0.04317887,0.041609015,21,100
Market-Adjusted Model,89043,10/22/2012,0.008316693,0.053614839,0.050548656,21,100
Market-Adjusted Model,89044,10/22/2012,0.074294201,0.118708495,0.116526164,21,100
Market-Adjusted Model,89046,10/22/2012,-0.101087928,-0.061308138,-0.058855965,21,100
Market-Adjusted Model,89048,10/22/2012,0.013986083,0.061897559,0.056218046,21,100
Market-Adjusted Model,89049,10/22/2012,0.004622248,0.04724391,0.046854211,21,100
Market-Adjusted Model,89050,10/22/2012,0.003727485,0.04663563,0.045959448,21,100
Market-Adjusted Model,89051,10/22/2012,0.01642621,0.058814203,0.058658173,21,100
Market-Adjusted Model,89052,10/22/2012,-0.031965929,0.010331425,0.010266034,21,100
Market-Adjusted Model,89053,10/22/2012,-0.005072108,0.037568336,0.037159855,21,100
Market-Adjusted Model,89056,10/22/2012,-0.02759865,0.015547615,0.014633313,21,100
Market-Adjusted Model,89057,10/22/2012,-0.017777799,0.025241203,0.024454164,21,100
Market-Adjusted Model,89058,10/22/2012,-0.032846709,0.009755424,0.009385254,21,100
Market-Adjusted Model,89059,10/22/2012,-0.024114604,0.018743601,0.018117359,21,100
Market-Adjusted Model,89060,10/22/2012,-0.040722541,0.001961706,0.001509422,21,100
Market-Adjusted Model,89061,10/22/2012,-0.02385529,0.0208535,0.018376673,21,100
Market-Adjusted Model,89062,10/22/2012,-0.034406226,0.00935755,0.007825737,21,100
Market-Adjusted Model,89063,10/22/2012,0.136212662,0.224436014,0.178444625,21,100
Market-Adjusted Model,89068,10/22/2012,0.004458641,0.048039559,0.046690604,21,100
Market-Adjusted Model,89070,10/22/2012,-0.030651845,0.014030677,0.011580119,21,100
Market-Adjusted Model,89071,10/22/2012,-0.04713045,-0.004490857,-0.004898487,21,100
Market-Adjusted Model,89099,10/22/2012,-0.118421047,-0.07578502,-0.076189084,21,100
Market-Adjusted Model,89100,10/22/2012,0.06939159,0.111144917,0.111623553,21,100
Market-Adjusted Model,89102,10/22/2012,-0.006849367,0.04008646,0.035382597,21,100
Market-Adjusted Model,89103,10/22/2012,-0.004868492,0.038588648,0.037363471,21,100
Market-Adjusted Model,89105,10/22/2012,0.039894988,0.089289011,0.082126951,21,100
Market-Adjusted Model,89108,10/22/2012,-0.043369434,-0.000300268,-0.001137471,21,100
Market-Adjusted Model,89109,10/22/2012,-0.052906565,-0.008381963,-0.010674602,21,100
Market-Adjusted Model,89110,10/22/2012,0.055797065,0.102137517,0.098029028,21,100
Market-Adjusted Model,89125,10/22/2012,0.038141308,0.082217331,0.080373271,21,100
Market-Adjusted Model,89129,10/22/2012,-0.016254176,0.026942447,0.025977787,21,100
Market-Adjusted Model,89134,10/22/2012,0.006430836,0.052230581,0.048662799,21,100
Market-Adjusted Model,89138,10/22/2012,0.058883672,0.100629159,0.101115635,21,100
Market-Adjusted Model,89139,10/22/2012,-0.164490835,-0.132753163,-0.122258872,21,100
Market-Adjusted Model,89141,10/22/2012,-0.053518215,-0.011213627,-0.011286252,21,100
Market-Adjusted Model,89143,10/22/2012,0.034685396,0.077860556,0.07691736,21,100
Market-Adjusted Model,89150,10/22/2012,0.021459224,0.072666744,0.063691188,21,100
Market-Adjusted Model,89154,10/22/2012,0.027913204,0.074807553,0.070145167,21,100
Market-Adjusted Model,89155,10/22/2012,-0.022568312,0.019984519,0.019663651,21,100
Market-Adjusted Model,89156,10/22/2012,-0.038875576,0.006651319,0.003356387,21,100
Market-Adjusted Model,89158,10/22/2012,0.043148255,0.084824023,0.085380218,21,100
Market-Adjusted Model,89161,10/22/2012,0.029886602,0.07219049,0.072118566,21,100
Market-Adjusted Model,89162,10/22/2012,0.01127323,0.053763667,0.053505193,21,100
Market-Adjusted Model,89163,10/22/2012,-0.014955648,0.02739148,0.027276315,21,100
Market-Adjusted Model,89167,10/22/2012,-0.072847763,-0.02457163,-0.0306158,21,100
Market-Adjusted Model,89168,10/22/2012,-0.068479387,-0.025594636,-0.026247424,21,100
Market-Adjusted Model,89169,10/22/2012,-0.222222187,-0.173818173,-0.179990224,21,100
Market-Adjusted Model,89170,10/22/2012,0.229340227,0.268743278,0.27157219,21,100
Market-Adjusted Model,89175,10/22/2012,-0.107142856,-0.06292915,-0.064910893,21,100
Market-Adjusted Model,89179,10/22/2012,-0.055047412,-0.011319388,-0.012815449,21,100
Market-Adjusted Model,89182,10/22/2012,-0.008982867,0.033548936,0.033249096,21,100
Market-Adjusted Model,89183,10/22/2012,0.003680079,0.046356691,0.045912042,21,100
Market-Adjusted Model,89184,10/22/2012,0.000451938,0.04334728,0.042683901,21,100
Market-Adjusted Model,89187,10/22/2012,0.012666658,0.055744026,0.054898621,21,100
Market-Adjusted Model,89188,10/22/2012,-0.037158774,0.005968267,0.005073189,21,100
Market-Adjusted Model,89189,10/22/2012,-0.014127539,0.029120145,0.028104424,21,100
Market-Adjusted Model,89190,10/22/2012,-0.021291327,0.021736187,0.020940637,21,100
Market-Adjusted Model,89191,10/22/2012,0.040042871,0.084639678,0.082274834,21,100
Market-Adjusted Model,89192,10/22/2012,-0.164017062,-0.123994306,-0.121785098,21,100
Market-Adjusted Model,89194,10/22/2012,-0.020938954,0.022013847,0.021293009,21,100
Market-Adjusted Model,89195,10/22/2012,-0.027737768,0.017313804,0.014494196,21,100
Market-Adjusted Model,89198,10/22/2012,-0.047266005,-0.000861044,-0.005034042,21,100
Market-Adjusted Model,89199,10/22/2012,0.044044532,0.092524532,0.086276495,21,100
Market-Adjusted Model,89202,10/22/2012,0.05139499,0.103273174,0.093626953,21,100
Market-Adjusted Model,89203,10/22/2012,-0.016441226,0.028003251,0.025790738,21,100
Market-Adjusted Model,89204,10/22/2012,-0.001201536,0.041101972,0.041030427,21,100
Market-Adjusted Model,89207,10/22/2012,-0.111299947,-0.068143921,-0.069067984,21,100
Market-Adjusted Model,89210,10/22/2012,-0.089026881,-0.048551453,-0.046794918,21,100
Market-Adjusted Model,89211,10/22/2012,-0.132538103,-0.096587536,-0.09030614,21,100
Market-Adjusted Model,89213,10/22/2012,-0.034715257,0.0090525,0.007516706,21,100
Market-Adjusted Model,89215,10/22/2012,-0.012048181,0.039308108,0.030183782,21,100
Market-Adjusted Model,89216,10/22/2012,0.049062429,0.093860157,0.091294392,21,100
Market-Adjusted Model,89217,10/22/2012,0.141548577,0.186008592,0.18378054,21,100
Market-Adjusted Model,89218,10/22/2012,-0.117500005,-0.07354687,-0.075268042,21,100
Market-Adjusted Model,89221,10/22/2012,0.023062291,0.066291594,0.065294255,21,100
Market-Adjusted Model,89230,10/22/2012,-0.105822508,-0.067009584,-0.063590545,21,100
Market-Adjusted Model,89231,10/22/2012,-0.066798256,-0.026059764,-0.024566293,21,100
Market-Adjusted Model,89232,10/22/2012,-0.064204258,-0.022700041,-0.021972295,21,100
Market-Adjusted Model,89233,10/22/2012,-0.040515963,0.001746375,0.001716,21,100
Market-Adjusted Model,89234,10/22/2012,-0.009983755,0.033527288,0.032248208,21,100
Market-Adjusted Model,89235,10/22/2012,-0.037850113,0.004856384,0.00438185,21,100
Market-Adjusted Model,89236,10/22/2012,-0.039002026,0.005063455,0.003229937,21,100
Market-Adjusted Model,89238,10/22/2012,0.170833266,0.210333921,0.213065229,21,100
Market-Adjusted Model,89240,10/22/2012,-0.024892701,0.017904243,0.017339263,21,100
Market-Adjusted Model,89244,10/22/2012,0.000553278,0.058000298,0.042785241,21,100
Market-Adjusted Model,89246,10/22/2012,0.051428567,0.097441632,0.09366053,21,100
Market-Adjusted Model,89250,10/22/2012,-0.015916582,0.026656905,0.026315381,21,100
Market-Adjusted Model,89252,10/22/2012,-0.077477529,-0.032917084,-0.035245566,21,100
Market-Adjusted Model,89256,10/22/2012,-0.016438406,0.02978753,0.025793557,21,100
Market-Adjusted Model,89257,10/22/2012,-0.036444636,0.008600848,0.005787327,21,100
Market-Adjusted Model,89258,10/22/2012,-0.023104078,0.021944852,0.019127885,21,100
Market-Adjusted Model,89262,10/22/2012,-0.049597882,-0.007184541,-0.007365919,21,100
Market-Adjusted Model,89263,10/22/2012,-0.04347822,-0.000075128,-0.001246257,21,100
Market-Adjusted Model,89269,10/22/2012,0.209815289,0.243845856,0.252047252,21,100
