Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,55634,10/22/2012,0.048408214,0.106015231,0.090640177,21,100
Market-Adjusted Model,55678,10/22/2012,-0.104842095,-0.064702076,-0.062610132,21,100
Market-Adjusted Model,55976,10/22/2012,-0.026886686,0.016080072,0.015345277,21,100
Market-Adjusted Model,55984,10/22/2012,-0.04205614,0.006013988,0.000175823,21,100
Market-Adjusted Model,55993,10/22/2012,-0.051724157,-0.008017566,-0.009492194,21,100
Market-Adjusted Model,56040,10/22/2012,-0.068641949,-0.026509102,-0.026409986,21,100
Market-Adjusted Model,56223,10/22/2012,0.17413666,0.207748692,0.216368623,21,100
Market-Adjusted Model,56274,10/22/2012,0.01515206,0.058077434,0.057384023,21,100
Market-Adjusted Model,56565,10/22/2012,0.014009544,0.057821468,0.056241507,21,100
Market-Adjusted Model,56573,10/22/2012,0.017804185,0.06104325,0.060036148,21,100
Market-Adjusted Model,56611,10/22/2012,-0.035641935,0.008472003,0.006590028,21,100
Market-Adjusted Model,56653,10/22/2012,-0.019519466,0.02317071,0.022712497,21,100
Market-Adjusted Model,56696,10/22/2012,0.018389308,0.062350656,0.060621271,21,100
Market-Adjusted Model,56710,10/22/2012,-0.008438848,0.036923623,0.033793116,21,100
Market-Adjusted Model,56777,10/22/2012,0.056196039,0.102579477,0.098428002,21,100
Market-Adjusted Model,56822,10/22/2012,-0.022880967,0.019528452,0.019350996,21,100
Market-Adjusted Model,56856,10/22/2012,-0.053030292,-0.01032316,-0.010798329,21,100
Market-Adjusted Model,56936,10/22/2012,-0.013772543,0.030187207,0.02845942,21,100
Market-Adjusted Model,56945,10/22/2012,-0.150468365,-0.105233096,-0.108236402,21,100
Market-Adjusted Model,57007,10/22/2012,-0.050445126,-0.00455104,-0.008213163,21,100
Market-Adjusted Model,57074,10/22/2012,0.035134931,0.077830961,0.077366894,21,100
Market-Adjusted Model,57082,10/22/2012,0.01641681,0.058771673,0.058648773,21,100
Market-Adjusted Model,57103,10/22/2012,-0.015634073,0.026692901,0.02659789,21,100
Market-Adjusted Model,57154,10/22/2012,-0.060640087,-0.016950302,-0.018408123,21,100
Market-Adjusted Model,57293,10/22/2012,-0.128940823,-0.092215798,-0.08670886,21,100
Market-Adjusted Model,57330,10/22/2012,-0.019597686,0.029108795,0.022634278,21,100
Market-Adjusted Model,57509,10/22/2012,-0.121869713,-0.07187259,-0.07963775,21,100
Market-Adjusted Model,57534,10/22/2012,0.117050638,0.168133909,0.159282601,21,100
Market-Adjusted Model,57568,10/22/2012,0.027342793,0.070325488,0.069574756,21,100
Market-Adjusted Model,57665,10/22/2012,-0.005986135,0.03831298,0.036245828,21,100
Market-Adjusted Model,57808,10/22/2012,-0.08844948,-0.039485208,-0.046217517,21,100
Market-Adjusted Model,57809,10/22/2012,0.029230756,0.072894551,0.071462719,21,100
Market-Adjusted Model,57817,10/22/2012,0.019045919,0.062699682,0.061277882,21,100
Market-Adjusted Model,57904,10/22/2012,0.038469428,0.08196199,0.080701391,21,100
Market-Adjusted Model,57913,10/22/2012,0.00561797,0.051027477,0.047849933,21,100
Market-Adjusted Model,58246,10/22/2012,-0.007180575,0.036958811,0.035051388,21,100
Market-Adjusted Model,58318,10/22/2012,-0.059932951,-0.011380925,-0.017700988,21,100
Market-Adjusted Model,58334,10/22/2012,-0.126656155,-0.091758079,-0.084424192,21,100
Market-Adjusted Model,58413,10/22/2012,-0.019821303,0.02300638,0.02241066,21,100
Market-Adjusted Model,58421,10/22/2012,0.034837001,0.077572776,0.077068964,21,100
Market-Adjusted Model,58501,10/22/2012,0.031234201,0.077333424,0.073466164,21,100
Market-Adjusted Model,58560,10/22/2012,-0.047459671,-0.004077188,-0.005227708,21,100
Market-Adjusted Model,58675,10/22/2012,-0.025943319,0.021816578,0.016288644,21,100
Market-Adjusted Model,58683,10/22/2012,0.004459305,0.047855909,0.046691268,21,100
Market-Adjusted Model,58771,10/22/2012,-0.000875351,0.043854678,0.041356613,21,100
Market-Adjusted Model,58819,10/22/2012,-0.021047085,0.021985907,0.021184879,21,100
Market-Adjusted Model,58836,10/22/2012,-0.01507536,0.030716045,0.027156603,21,100
Market-Adjusted Model,58975,10/22/2012,0.004756467,0.0501643,0.04698843,21,100
Market-Adjusted Model,59010,10/22/2012,-0.049595694,-0.007128371,-0.007363731,21,100
Market-Adjusted Model,59045,10/22/2012,0.000705608,0.049757038,0.042937571,21,100
Market-Adjusted Model,59089,10/22/2012,-0.01579047,0.027582702,0.026441493,21,100
Market-Adjusted Model,59176,10/22/2012,-0.05105877,-0.008175812,-0.008826806,21,100
Market-Adjusted Model,59185,10/22/2012,-0.052173945,-0.009020478,-0.009941982,21,100
Market-Adjusted Model,59192,10/22/2012,-0.046431277,-0.003804582,-0.004199314,21,100
Market-Adjusted Model,59248,10/22/2012,-0.068100379,-0.026987775,-0.025868416,21,100
Market-Adjusted Model,59256,10/22/2012,-0.038594537,0.008421029,0.003637427,21,100
Market-Adjusted Model,59300,10/22/2012,0.002483422,0.045448753,0.044715385,21,100
Market-Adjusted Model,59328,10/22/2012,-0.068543765,-0.025742519,-0.026311802,21,100
Market-Adjusted Model,59344,10/22/2012,-0.004338344,0.039076094,0.037893619,21,100
Market-Adjusted Model,59396,10/22/2012,0.020597303,0.066859517,0.062829266,21,100
Market-Adjusted Model,59408,10/22/2012,-0.009656666,0.038231519,0.032575297,21,100
Market-Adjusted Model,59459,10/22/2012,-0.012219646,0.031615606,0.030012317,21,100
Market-Adjusted Model,59467,10/22/2012,-0.038190965,0.023888952,0.004040998,21,100
Market-Adjusted Model,59483,10/22/2012,0.061194076,0.112800281,0.103426039,21,100
Market-Adjusted Model,59504,10/22/2012,-0.05788382,-0.016268645,-0.015651857,21,100
Market-Adjusted Model,59555,10/22/2012,-0.005233881,0.041037566,0.036998082,21,100
Market-Adjusted Model,59600,10/22/2012,-0.151378769,-0.111792829,-0.109146806,21,100
Market-Adjusted Model,59619,10/22/2012,-0.052800923,-0.008229391,-0.01056896,21,100
Market-Adjusted Model,59627,10/22/2012,-0.004201781,0.043102259,0.038030182,21,100
Market-Adjusted Model,59628,10/22/2012,-0.029115896,0.013739176,0.013116067,21,100
Market-Adjusted Model,59774,10/22/2012,-0.088704135,-0.042442212,-0.046472172,21,100
Market-Adjusted Model,59871,10/22/2012,-0.057228859,-0.011759644,-0.014996896,21,100
Market-Adjusted Model,60038,10/22/2012,-0.094962813,-0.056447682,-0.05273085,21,100
Market-Adjusted Model,60097,10/22/2012,-0.070740988,-0.028946522,-0.028509025,21,100
Market-Adjusted Model,60098,10/22/2012,0.010504201,0.054137517,0.052736165,21,100
Market-Adjusted Model,60186,10/22/2012,-0.029499481,0.014097508,0.012732482,21,100
Market-Adjusted Model,60206,10/22/2012,0.064999363,0.107458261,0.107231326,21,100
Market-Adjusted Model,60442,10/22/2012,-0.12097365,-0.083944043,-0.078741686,21,100
Market-Adjusted Model,60468,10/22/2012,-0.023476807,0.025929357,0.018755156,21,100
Market-Adjusted Model,60506,10/22/2012,0.053636175,0.100371513,0.095868138,21,100
Market-Adjusted Model,60548,10/22/2012,-0.024999948,0.020096038,0.017232015,21,100
Market-Adjusted Model,60580,10/22/2012,0.024128726,0.068120475,0.066360689,21,100
Market-Adjusted Model,60599,10/22/2012,-0.048719203,-0.007138509,-0.00648724,21,100
Market-Adjusted Model,60628,10/22/2012,0.058286121,0.101073802,0.100518084,21,100
Market-Adjusted Model,60687,10/22/2012,-0.008177103,0.035041613,0.03405486,21,100
Market-Adjusted Model,60709,10/22/2012,-0.083882382,-0.0405525,-0.041650419,21,100
Market-Adjusted Model,60871,10/22/2012,0.01837864,0.062704603,0.060610603,21,100
Market-Adjusted Model,60898,10/22/2012,0.078028305,0.118525699,0.120260269,21,100
Market-Adjusted Model,60943,10/22/2012,0.076524514,0.118331334,0.118756477,21,100
Market-Adjusted Model,60986,10/22/2012,0.080595467,0.121230238,0.12282743,21,100
Market-Adjusted Model,61146,10/22/2012,-0.057247137,-0.014124947,-0.015015174,21,100
Market-Adjusted Model,61188,10/22/2012,-0.048863673,-0.00670896,-0.00663171,21,100
Market-Adjusted Model,61209,10/22/2012,-0.013563458,0.032112011,0.028668505,21,100
Market-Adjusted Model,61241,10/22/2012,-0.375776408,-0.394840685,-0.333544445,21,100
Market-Adjusted Model,61269,10/22/2012,-0.035486749,0.016041813,0.006745214,21,100
Market-Adjusted Model,61313,10/22/2012,-0.041198509,0.003429064,0.001033454,21,100
Market-Adjusted Model,61399,10/22/2012,0.036521668,0.080221903,0.078753631,21,100
Market-Adjusted Model,61487,10/22/2012,-0.158865259,-0.126112867,-0.116633295,21,100
Market-Adjusted Model,61496,10/22/2012,0.097994222,0.158112443,0.140226185,21,100
Market-Adjusted Model,61508,10/22/2012,-0.055306549,-0.012293188,-0.013074586,21,100
Market-Adjusted Model,61516,10/22/2012,-0.059151104,-0.016200174,-0.016919141,21,100
Market-Adjusted Model,61567,10/22/2012,-0.03692061,0.006107412,0.005311353,21,100
Market-Adjusted Model,61621,10/22/2012,-0.017505331,0.025435335,0.024726632,21,100
Market-Adjusted Model,61700,10/22/2012,0.023131696,0.071880065,0.065363659,21,100
Market-Adjusted Model,61735,10/22/2012,0.028117432,0.071399005,0.070349395,21,100
Market-Adjusted Model,61743,10/22/2012,-0.004901946,0.040928037,0.037330017,21,100
Market-Adjusted Model,61778,10/22/2012,0.04544369,0.089977952,0.087675653,21,100
Market-Adjusted Model,61787,10/22/2012,-0.190231358,-0.161301775,-0.147999395,21,100
Market-Adjusted Model,61807,10/22/2012,-0.051575919,-0.009042139,-0.009343956,21,100
Market-Adjusted Model,61815,10/22/2012,0.020014507,0.064083859,0.06224647,21,100
Market-Adjusted Model,61938,10/22/2012,0.065369159,0.107119387,0.107601122,21,100
Market-Adjusted Model,61946,10/22/2012,-0.008771968,0.035122879,0.033459996,21,100
Market-Adjusted Model,61955,10/22/2012,-0.30303031,-0.295973375,-0.260798347,21,100
Market-Adjusted Model,62033,10/22/2012,-0.055193713,-0.013179682,-0.01296175,21,100
Market-Adjusted Model,62042,10/22/2012,-0.004000028,0.039218999,0.038231935,21,100
Market-Adjusted Model,62068,10/22/2012,-0.006327935,0.036619595,0.035904028,21,100
Market-Adjusted Model,62092,10/22/2012,-0.000821066,0.044658099,0.041410897,21,100
Market-Adjusted Model,62148,10/22/2012,-0.055555578,-0.012912038,-0.013323615,21,100
Market-Adjusted Model,62156,10/22/2012,-0.068421052,-0.026363897,-0.026189089,21,100
Market-Adjusted Model,62228,10/22/2012,-0.026589544,0.018810396,0.01564242,21,100
Market-Adjusted Model,62308,10/22/2012,-0.04063163,0.001731669,0.001600333,21,100
Market-Adjusted Model,62341,10/22/2012,-0.099845372,-0.057788804,-0.057613408,21,100
Market-Adjusted Model,62359,10/22/2012,-0.071872347,-0.030084359,-0.029640383,21,100
Market-Adjusted Model,62367,10/22/2012,-0.043644258,-0.001376955,-0.001412294,21,100
Market-Adjusted Model,62368,10/22/2012,-0.077629876,-0.03252259,-0.035397913,21,100
Market-Adjusted Model,62376,10/22/2012,-0.088924031,-0.04369244,-0.046692068,21,100
Market-Adjusted Model,62383,10/22/2012,0.082404042,0.127786299,0.124636005,21,100
Market-Adjusted Model,62391,10/22/2012,0.006077503,0.051873909,0.048309466,21,100
Market-Adjusted Model,62498,10/22/2012,-0.007296,0.035973043,0.034935963,21,100
Market-Adjusted Model,62906,10/22/2012,0.807407438,0.845727011,0.849639401,21,100
Market-Adjusted Model,62922,10/22/2012,0.015423977,0.060804242,0.05765594,21,100
Market-Adjusted Model,62930,10/22/2012,-0.033212471,0.009330843,0.009019492,21,100
Market-Adjusted Model,62958,10/22/2012,-0.040676858,0.01204386,0.001555105,21,100
Market-Adjusted Model,63079,10/22/2012,-0.134020599,-0.094172686,-0.091788636,21,100
Market-Adjusted Model,63125,10/22/2012,-0.061032913,-0.01771822,-0.01880095,21,100
Market-Adjusted Model,63132,10/22/2012,0.035492436,0.079914723,0.077724399,21,100
Market-Adjusted Model,63159,10/22/2012,-0.01947594,0.027484283,0.022756023,21,100
Market-Adjusted Model,63263,10/22/2012,-0.099999967,-0.05541626,-0.057768004,21,100
Market-Adjusted Model,63335,10/22/2012,-0.040114646,0.010692627,0.002117317,21,100
Market-Adjusted Model,63467,10/22/2012,-0.030382237,0.012391293,0.011849726,21,100
Market-Adjusted Model,63546,10/22/2012,-0.136206901,-0.053409473,-0.093974938,21,100
Market-Adjusted Model,63706,10/22/2012,-0.026932509,0.01545514,0.015299454,21,100
Market-Adjusted Model,63714,10/22/2012,0.019796223,0.065559672,0.062028187,21,100
Market-Adjusted Model,63715,10/22/2012,0.007135546,0.051251848,0.049367509,21,100
Market-Adjusted Model,63765,10/22/2012,-0.007885069,0.036699098,0.034346894,21,100
Market-Adjusted Model,63773,10/22/2012,-0.141005434,-0.091417318,-0.098773471,21,100
Market-Adjusted Model,63781,10/22/2012,0.022991355,0.07206144,0.065223318,21,100
Market-Adjusted Model,63829,10/22/2012,-0.061827587,-0.01395486,-0.019595624,21,100
Market-Adjusted Model,63830,10/22/2012,0.059977975,0.102733731,0.102209938,21,100
Market-Adjusted Model,63977,10/22/2012,2.29E-10,0.042331745,0.042231963,21,100
Market-Adjusted Model,64020,10/22/2012,-0.04368171,0.003742573,-0.001449746,21,100
Market-Adjusted Model,64135,10/22/2012,-0.076734249,-0.029118776,-0.034502286,21,100
Market-Adjusted Model,64186,10/22/2012,0.084135123,0.125355614,0.126367086,21,100
Market-Adjusted Model,64194,10/22/2012,-0.041173131,0.003143267,0.001058832,21,100
Market-Adjusted Model,64282,10/22/2012,-0.063488979,-0.021767669,-0.021257016,21,100
Market-Adjusted Model,64311,10/22/2012,-0.096131054,-0.054302244,-0.053899091,21,100
Market-Adjusted Model,64390,10/22/2012,0.012838179,0.056094323,0.055070142,21,100
Market-Adjusted Model,64450,10/22/2012,-0.08484586,-0.044913558,-0.042613897,21,100
Market-Adjusted Model,64486,10/22/2012,-0.033408387,0.014432058,0.008823576,21,100
Market-Adjusted Model,64557,10/22/2012,-0.016275426,0.026984914,0.025956537,21,100
Market-Adjusted Model,64629,10/22/2012,-0.078125051,-0.035568179,-0.035893087,21,100
Market-Adjusted Model,64653,10/22/2012,0.029815317,0.072180817,0.07204728,21,100
Market-Adjusted Model,64742,10/22/2012,-0.032653131,0.027564005,0.009578832,21,100
Market-Adjusted Model,64785,10/22/2012,0.062091616,0.105083182,0.104323579,21,100
Market-Adjusted Model,64805,10/22/2012,-0.05880909,-0.017066544,-0.016577127,21,100
Market-Adjusted Model,64822,10/22/2012,-0.092970491,-0.049336292,-0.050738528,21,100
Market-Adjusted Model,64864,10/22/2012,0.134751827,0.196262591,0.17698379,21,100
Market-Adjusted Model,64899,10/22/2012,-0.006040437,0.03854496,0.036191527,21,100
Market-Adjusted Model,64929,10/22/2012,0.085747971,0.132951121,0.127979934,21,100
Market-Adjusted Model,64936,10/22/2012,-0.063837736,-0.022800489,-0.021605773,21,100
Market-Adjusted Model,64961,10/22/2012,-0.039066804,0.006770567,0.00316516,21,100
Market-Adjusted Model,64995,10/22/2012,-0.066441458,-0.022871277,-0.024209495,21,100
Market-Adjusted Model,65008,10/22/2012,-0.021472371,0.023628949,0.020759592,21,100
Market-Adjusted Model,65154,10/22/2012,0.005865101,0.052107106,0.048097064,21,100
Market-Adjusted Model,65270,10/22/2012,0.003623185,0.0468844,0.045855148,21,100
Market-Adjusted Model,65285,10/22/2012,0.428571471,0.413630576,0.470803434,21,100
Market-Adjusted Model,65294,10/22/2012,-0.032481596,0.010497593,0.009750367,21,100
Market-Adjusted Model,65306,10/22/2012,0.034508247,0.077915515,0.07674021,21,100
Market-Adjusted Model,65307,10/22/2012,0.00560938,0.049610454,0.047841344,21,100
Market-Adjusted Model,65330,10/22/2012,0.018891131,0.064030576,0.061123094,21,100
Market-Adjusted Model,65365,10/22/2012,-0.107506393,-0.067421361,-0.06527443,21,100
Market-Adjusted Model,65402,10/22/2012,0.034952086,0.079044758,0.077184049,21,100
Market-Adjusted Model,65509,10/22/2012,-0.092137647,-0.052599596,-0.049905684,21,100
Market-Adjusted Model,65541,10/22/2012,-0.015307686,0.028540817,0.026924277,21,100
Market-Adjusted Model,65584,10/22/2012,-0.03546098,0.0070614,0.006770983,21,100
Market-Adjusted Model,65665,10/22/2012,-0.101818171,-0.045654029,-0.059586208,21,100
Market-Adjusted Model,65700,10/22/2012,-0.119091148,-0.082621055,-0.076859185,21,100
Market-Adjusted Model,65752,10/22/2012,-0.016353752,0.02812301,0.025878211,21,100
Market-Adjusted Model,65875,10/22/2012,-0.082040396,-0.041755369,-0.039808433,21,100
Market-Adjusted Model,65947,10/22/2012,0.006068708,0.049305337,0.048300671,21,100
Market-Adjusted Model,66050,10/22/2012,0.164383556,0.225358634,0.206615519,21,100
Market-Adjusted Model,66093,10/22/2012,-0.111510876,-0.07436129,-0.069278913,21,100
Market-Adjusted Model,66157,10/22/2012,-0.072451288,-0.031184993,-0.030219325,21,100
Market-Adjusted Model,66181,10/22/2012,-0.019145555,0.024439949,0.023086408,21,100
Market-Adjusted Model,66245,10/22/2012,-0.069586682,-0.021323703,-0.027354719,21,100
Market-Adjusted Model,66325,10/22/2012,0.026394754,0.070842107,0.068626717,21,100
Market-Adjusted Model,66376,10/22/2012,-0.044423799,-0.000692998,-0.002191836,21,100
Market-Adjusted Model,66384,10/22/2012,-0.070808167,-0.026315963,-0.028576204,21,100
Market-Adjusted Model,66616,10/22/2012,-0.029018459,0.013767028,0.013213505,21,100
Market-Adjusted Model,66617,10/22/2012,-0.015224582,0.032466305,0.027007381,21,100
Market-Adjusted Model,66683,10/22/2012,-0.067612639,-0.022856677,-0.025380676,21,100
Market-Adjusted Model,66739,10/22/2012,-0.221003116,-0.198157777,-0.178771153,21,100
Market-Adjusted Model,66747,10/22/2012,0.000690147,0.033602073,0.033458489,15,100
Market-Adjusted Model,66800,10/22/2012,-0.091683216,-0.048623571,-0.049451252,21,100
Market-Adjusted Model,66835,10/22/2012,-0.048923162,-0.003316817,-0.006691199,21,100
Market-Adjusted Model,66852,10/22/2012,-0.067953054,-0.026089406,-0.02572109,21,100
Market-Adjusted Model,67002,10/22/2012,-0.015572791,0.027274703,0.026659172,21,100
Market-Adjusted Model,67029,10/22/2012,0.0248447,0.069791394,0.067076663,21,100
Market-Adjusted Model,67193,10/22/2012,-0.00717172,0.035143827,0.035060243,21,100
Market-Adjusted Model,67360,10/22/2012,-0.063658601,-0.022476954,-0.021426638,21,100
Market-Adjusted Model,67467,10/22/2012,-0.004558757,0.041025986,0.037673206,21,100
Market-Adjusted Model,67598,10/22/2012,-0.014711435,0.028488768,0.027520528,21,100
Market-Adjusted Model,67774,10/22/2012,-0.032655753,0.010192113,0.00957621,21,100
Market-Adjusted Model,67838,10/22/2012,-0.019306994,0.026552408,0.022924969,21,100
Market-Adjusted Model,67847,10/22/2012,-0.104556535,-0.0635261,-0.062324572,21,100
Market-Adjusted Model,68021,10/22/2012,-0.091883669,-0.05209028,-0.049651706,21,100
Market-Adjusted Model,68144,10/22/2012,-0.123391617,-0.085341015,-0.081159654,21,100
Market-Adjusted Model,68145,10/22/2012,0.02465751,0.077980543,0.066889473,21,60
Market-Adjusted Model,68187,10/22/2012,-0.007962337,0.035345201,0.034269626,21,100
Market-Adjusted Model,68196,10/22/2012,0.021028073,0.064738929,0.063260036,21,100
Market-Adjusted Model,68292,10/22/2012,-0.080246981,-0.039334919,-0.038015018,21,100
Market-Adjusted Model,68320,10/22/2012,-0.177869112,-0.138761816,-0.135637149,21,100
Market-Adjusted Model,68419,10/22/2012,-0.030310598,0.012232584,0.011921365,21,100
Market-Adjusted Model,68427,10/22/2012,0.020608444,0.06323093,0.062840408,21,100
Market-Adjusted Model,68591,10/22/2012,-0.144426594,-0.10995767,-0.10219463,21,100
Market-Adjusted Model,68718,10/22/2012,-0.133132498,-0.080514301,-0.090900535,21,100
Market-Adjusted Model,68830,10/22/2012,-0.073157311,-0.031462867,-0.030925348,21,100
Market-Adjusted Model,68857,10/22/2012,-0.108730249,-0.066319587,-0.066498286,21,100
Market-Adjusted Model,68866,10/22/2012,0.009169837,0.052976116,0.0514018,21,100
Market-Adjusted Model,68929,10/22/2012,-0.033615433,0.008566875,0.00861653,21,100
Market-Adjusted Model,69032,10/22/2012,-0.046980483,0.00162942,-0.004748519,21,100
Market-Adjusted Model,69199,10/22/2012,0.062466986,0.105847887,0.10469895,21,100
Market-Adjusted Model,69251,10/22/2012,-0.063877268,-0.022322195,-0.021645305,21,100
Market-Adjusted Model,69331,10/22/2012,-0.028026282,0.014166333,0.014205681,21,100
Market-Adjusted Model,69366,10/22/2012,0.006989435,0.049342041,0.049221398,21,100
Market-Adjusted Model,69446,10/22/2012,-0.063400584,-0.016819036,-0.021168621,21,100
Market-Adjusted Model,69550,10/22/2012,0.048315088,0.091640295,0.090547051,21,100
Market-Adjusted Model,69586,10/22/2012,-0.063291153,-0.01676289,-0.02105919,21,100
Market-Adjusted Model,69649,10/22/2012,0.012266637,0.057804844,0.0544986,21,100
Market-Adjusted Model,69761,10/22/2012,0.044433922,0.091179348,0.086665885,21,100
Market-Adjusted Model,69796,10/22/2012,-0.011878464,0.033151443,0.030353499,21,100
Market-Adjusted Model,69892,10/22/2012,-0.032557347,0.015922675,0.009674616,21,100
Market-Adjusted Model,69980,10/22/2012,-0.026315723,0.016613641,0.01591624,21,100
Market-Adjusted Model,69999,10/22/2012,-0.038626607,0.00453458,0.003605356,21,100
Market-Adjusted Model,70033,10/22/2012,0.107644596,0.149196207,0.149876559,21,100
Market-Adjusted Model,70092,10/22/2012,0.054244538,0.103034272,0.096476501,21,100
Market-Adjusted Model,70121,10/22/2012,-0.055239667,-0.01348529,-0.013007704,21,100
Market-Adjusted Model,70228,10/22/2012,-0.048836561,-0.00389026,-0.006604598,21,100
Market-Adjusted Model,70295,10/22/2012,-0.036628142,0.005340547,0.005603821,21,100
Market-Adjusted Model,70308,10/22/2012,0.072588531,0.11393148,0.114820494,21,100
Market-Adjusted Model,70332,10/22/2012,0.019695883,0.065584522,0.061927846,21,100
Market-Adjusted Model,70420,10/22/2012,0.016824859,0.059620422,0.059056822,21,100
Market-Adjusted Model,70500,10/22/2012,-0.048498098,-0.005840964,-0.006266135,21,100
Market-Adjusted Model,70519,10/22/2012,0.03708651,0.085380475,0.079318474,21,100
Market-Adjusted Model,70536,10/22/2012,-0.039111411,0.003730604,0.003120553,21,100
Market-Adjusted Model,70578,10/22/2012,0.084474619,0.125181843,0.126706582,21,100
Market-Adjusted Model,70616,10/22/2012,-0.13623189,-0.099626747,-0.093999927,21,100
Market-Adjusted Model,70703,10/22/2012,-0.005551667,0.039557907,0.036680296,21,100
Market-Adjusted Model,70704,10/22/2012,0.027060854,0.081844528,0.069292817,21,100
Market-Adjusted Model,70797,10/22/2012,-0.022445671,0.020387717,0.019786293,21,100
Market-Adjusted Model,70826,10/22/2012,-0.046312193,-0.004156775,-0.00408023,21,100
Market-Adjusted Model,70923,10/22/2012,0.008248427,0.053383687,0.05048039,21,100
Market-Adjusted Model,71079,10/22/2012,-0.003822644,0.039035402,0.038409319,21,100
Market-Adjusted Model,71159,10/22/2012,-0.08931802,-0.050376589,-0.047086057,21,100
Market-Adjusted Model,71175,10/22/2012,0.009860964,0.054261913,0.052092927,21,100
Market-Adjusted Model,71176,10/22/2012,-0.010866098,0.032859372,0.031365865,21,100
Market-Adjusted Model,71191,10/22/2012,-0.035614954,0.013798656,0.006617009,21,100
Market-Adjusted Model,71271,10/22/2012,-0.024756929,0.018350217,0.017475034,21,100
Market-Adjusted Model,71298,10/22/2012,-0.136666708,-0.096527032,-0.094434745,21,100
Market-Adjusted Model,71475,10/22/2012,-0.003048734,0.040834062,0.039183229,21,100
Market-Adjusted Model,71563,10/22/2012,-0.174197349,-0.14390445,-0.131965386,21,100
Market-Adjusted Model,71722,10/22/2012,-0.013634342,0.029574779,0.028597622,21,100
Market-Adjusted Model,71810,10/22/2012,-0.022671934,0.019768049,0.019560029,21,100
Market-Adjusted Model,71837,10/22/2012,0.009828,0.053738653,0.052059963,21,100
Market-Adjusted Model,71862,10/22/2012,-0.163212408,-0.132410066,-0.120980445,21,100
Market-Adjusted Model,71942,10/22/2012,0.038089427,0.081136791,0.08032139,21,100
Market-Adjusted Model,71985,10/22/2012,-0.090773592,-0.047940233,-0.048541629,21,100
Market-Adjusted Model,72005,10/22/2012,0.58738738,0.650471182,0.629619343,21,100
Market-Adjusted Model,72119,10/22/2012,0.075342475,0.127130713,0.117574438,21,100
Market-Adjusted Model,72231,10/22/2012,0.008178122,0.050808064,0.050410085,21,100
Market-Adjusted Model,72232,10/22/2012,0.018144811,0.104253559,0.060376774,21,100
Market-Adjusted Model,72304,10/22/2012,-0.310756982,-0.303449807,-0.268525019,21,100
Market-Adjusted Model,72338,10/22/2012,-0.052738306,-0.009383441,-0.010506343,21,100
Market-Adjusted Model,72494,10/22/2012,-0.185982369,-0.151349281,-0.143750406,21,100
Market-Adjusted Model,72611,10/22/2012,-0.03414631,0.015364926,0.008085653,21,100
Market-Adjusted Model,72696,10/22/2012,-0.074424859,-0.023527818,-0.032192896,21,100
Market-Adjusted Model,72726,10/22/2012,0.065015461,0.108386266,0.107247424,21,100
Market-Adjusted Model,72776,10/22/2012,-0.006968632,0.035890981,0.035263331,21,100
Market-Adjusted Model,72813,10/22/2012,0.016155152,0.059160338,0.058387115,21,100
Market-Adjusted Model,72864,10/22/2012,0.012466203,0.055671891,0.054698166,21,100
Market-Adjusted Model,72980,10/22/2012,0.165388241,0.209613829,0.207620204,21,100
Market-Adjusted Model,72996,10/22/2012,-0.112434606,-0.072504764,-0.070202643,21,100
Market-Adjusted Model,73139,10/22/2012,-0.040138675,0.00292413,0.002093289,21,100
Market-Adjusted Model,73219,10/22/2012,0.076416538,0.123081357,0.118648501,21,100
Market-Adjusted Model,73681,10/22/2012,-0.020652128,0.025184232,0.021579835,21,100
Market-Adjusted Model,73809,10/22/2012,-0.059897643,-0.016815354,-0.01766568,21,100
Market-Adjusted Model,73817,10/22/2012,0.026415073,0.071261584,0.068647036,21,100
Market-Adjusted Model,74406,10/22/2012,-0.115681243,-0.072273938,-0.07344928,21,100
Market-Adjusted Model,74500,10/22/2012,0.322751344,0.381006449,0.364983307,21,100
Market-Adjusted Model,74740,10/22/2012,-0.043869556,0.000240818,-0.001637593,21,100
Market-Adjusted Model,74836,10/22/2012,-0.081939843,-0.037777577,-0.03970788,21,100
Market-Adjusted Model,74908,10/22/2012,-0.054263528,0.027699372,-0.012031565,21,100
Market-Adjusted Model,74932,10/22/2012,-0.11392407,-0.073981895,-0.071692107,21,100
Market-Adjusted Model,75032,10/22/2012,-0.016346161,0.026429592,0.025885802,21,100
Market-Adjusted Model,75033,10/22/2012,-0.187837815,-0.156607954,-0.145605852,21,100
Market-Adjusted Model,75034,10/22/2012,-0.046547209,-0.000984438,-0.004315246,21,100
Market-Adjusted Model,75039,10/22/2012,0.053629177,0.096237051,0.09586114,21,100
Market-Adjusted Model,75041,10/22/2012,0.086343687,0.126444101,0.12857565,21,100
Market-Adjusted Model,75047,10/22/2012,-0.119655716,-0.081068596,-0.077423753,21,100
Market-Adjusted Model,75049,10/22/2012,-0.067153291,-0.023500764,-0.024921328,21,100
Market-Adjusted Model,75060,10/22/2012,0.0190299,0.061628132,0.061261863,21,100
Market-Adjusted Model,75064,10/22/2012,-0.064162114,-0.022896345,-0.021930151,21,100
Market-Adjusted Model,75065,10/22/2012,-0.020054245,0.022867014,0.022177718,21,100
Market-Adjusted Model,75069,10/22/2012,-0.100263809,-0.037039521,-0.058031846,21,100
