,gvkey,linkprim,liid,linktype,lpermno,lpermco,linkdt,linkenddt
82218,065689,C,01,LU,87114.0,35205.0,1999-07-19,
82221,065690,P,01,LU,85489.0,15778.0,1997-10-24,2000-08-09
82226,065692,C,01,LC,88374.0,37741.0,2000-06-26,2002-04-24
82229,065693,P,01,LC,88267.0,37531.0,2000-05-12,2001-07-24
82233,065697,C,03,LC,13708.0,54282.0,2012-12-13,2015-11-30
82234,065697,P,01,LC,85646.0,32175.0,1997-12-17,2001-03-14
82237,065698,C,01,LC,85830.0,15757.0,1998-02-12,2000-12-01
82239,065700,P,01,LU,85413.0,32097.0,1997-10-29,2005-12-30
82241,065701,P,01,LU,85456.0,15784.0,1997-10-29,2000-10-31
82243,065702,P,01,LU,85464.0,15783.0,1997-10-29,
82246,065703,P,01,LC,85457.0,15782.0,1997-10-29,2010-01-21
82248,065705,P,01,LU,85481.0,15785.0,1997-10-29,2000-10-31
82254,065706,P,01,LC,85479.0,15781.0,1997-10-29,2002-05-17
82255,065706,P,03,LC,92923.0,53144.0,2009-05-12,2012-06-30
82259,065708,P,01,LU,85512.0,15786.0,1997-10-29,2004-12-30
82262,065709,P,01,LU,85515.0,15787.0,1997-10-29,2001-06-19
82267,065710,P,01,LU,85604.0,32145.0,1997-11-18,
82270,065711,P,01,LU,85597.0,32138.0,1997-11-04,2000-11-14
82272,065713,P,01,LC,89615.0,43783.0,2002-12-18,2017-03-31
82274,065716,P,01,LU,85466.0,15790.0,1997-10-30,2000-06-30
82276,065717,P,01,LC,87837.0,37134.0,2000-04-14,2020-02-28
82278,065718,P,01,LU,85427.0,32111.0,1997-10-30,
82284,065724,P,01,LU,85507.0,15789.0,1997-10-30,2000-06-20
82287,065725,P,01,LU,85513.0,15788.0,1997-10-30,2003-03-31
82293,065731,P,01,LU,85454.0,15793.0,1997-10-31,2001-03-23
82295,065732,P,01,LC,85419.0,32102.0,1997-10-31,
82296,065734,P,01,LU,85468.0,15792.0,1997-10-31,2004-06-30
82298,065735,P,01,LU,86441.0,15773.0,1997-10-22,1998-12-31
82302,065737,P,01,LC,85433.0,32117.0,1997-10-31,2008-01-16
82304,065738,P,01,LU,85510.0,15794.0,1997-10-31,2007-11-30
82307,065739,P,01,LC,85496.0,15791.0,1997-10-31,2015-11-24
82309,065740,P,01,LU,85537.0,15827.0,1997-11-14,2001-12-31
82317,065748,P,01,LU,85626.0,32163.0,1997-11-18,2001-02-28
82319,065749,P,01,LU,85610.0,32149.0,1997-11-26,2000-06-30
82327,065753,C,00X,LU,85533.0,15799.0,1997-11-04,1997-11-27
82328,065753,P,01,LU,85533.0,15799.0,1997-11-28,1999-10-21
82331,065755,P,01,LU,85541.0,15796.0,1997-11-04,1999-03-31
82339,065760,C,01,LC,88900.0,41262.0,2001-02-13,2002-10-15
82342,065761,C,01,LC,85584.0,15795.0,1997-11-04,2000-03-23
82346,065764,P,01,LU,85598.0,32140.0,1997-11-04,1999-04-30
82348,065765,P,01,LC,85540.0,15800.0,1997-11-05,
82350,065766,P,01,LU,85588.0,15805.0,1997-11-05,1999-11-30
82352,065768,P,01,LU,85557.0,15803.0,1997-11-05,2002-12-31
82355,065771,P,01,LU,85590.0,15804.0,1997-11-05,2013-01-31
82357,065772,P,01,LU,85621.0,32158.0,1997-11-14,
82359,065773,P,01,LU,85629.0,32167.0,1997-11-25,2006-12-29
82361,065774,P,01,LU,85609.0,32148.0,1997-11-21,1998-08-31
82364,065776,P,01,LU,85596.0,32137.0,1997-11-06,2002-03-13
82365,065777,P,01,LU,85528.0,15808.0,1997-11-06,2001-04-30
82367,065780,P,01,LU,85600.0,32142.0,1997-11-06,2000-03-31
82373,065783,C,90,LC,90403.0,45711.0,2004-10-21,2007-06-15
82376,065785,C,01,LU,85562.0,15811.0,1997-11-06,2000-06-06
82379,065787,P,01,LU,85568.0,15806.0,1997-11-06,2001-05-22
82381,065788,P,01,LU,85578.0,15810.0,1997-11-06,2001-06-29
82383,065790,P,90,LU,85529.0,15813.0,1997-11-07,2005-10-31
82385,065791,P,01,LC,85531.0,15812.0,1997-11-07,1998-07-26
82387,065794,P,90,LU,85545.0,15814.0,1997-11-07,2000-05-31
82390,065795,P,01,LU,85606.0,32146.0,1997-11-07,2002-10-01
82392,065796,C,01,LC,92593.0,52970.0,2008-03-17,
82397,065803,P,01,LU,85524.0,15847.0,1997-11-21,2006-11-30
82409,065808,C,01,LC,90343.0,45537.0,2004-09-08,2016-01-11
82416,065810,C,01,LC,85583.0,15815.0,1997-11-10,2004-02-03
82420,065812,P,01,LC,85572.0,15819.0,1997-11-11,2007-01-07
82421,065812,P,01,LC,85572.0,15819.0,2011-06-29,2021-09-08
82423,065814,P,01,LU,85566.0,15818.0,1997-11-11,1999-10-29
82434,065825,C,01,LU,85556.0,15821.0,1997-11-12,2002-04-05
82437,065827,P,01,LU,87467.0,36561.0,1999-12-08,2007-06-29
82440,065829,P,01,LU,85624.0,32161.0,1997-11-12,2005-07-29
82442,065831,P,01,LU,85627.0,32164.0,1997-11-12,
82445,065832,P,01,LC,90311.0,45473.0,2004-08-26,2007-12-14
82449,065833,P,01,LC,87620.0,17965.0,2000-02-10,2000-11-07
82453,065834,C,01,LU,86053.0,16097.0,1998-05-12,2002-05-21
82458,065838,P,01,LC,89411.0,43166.0,2002-05-17,2012-11-20
82462,065841,P,01,LU,85579.0,15822.0,1997-11-13,2004-12-31
82466,065843,P,90,LU,85585.0,15823.0,1997-11-13,2002-06-27
82468,065844,P,01,LU,85630.0,32129.0,1997-11-13,1999-09-30
82472,065850,P,01,LU,85539.0,15826.0,1997-11-14,
82478,065852,P,01,LU,85612.0,32151.0,1997-11-14,2000-06-30
82483,065853,C,01,LC,88531.0,38430.0,2000-08-15,2002-01-17
82487,065858,C,01,LU,85554.0,15798.0,1997-11-17,2001-01-19
82493,065861,P,01,LU,85542.0,15839.0,1997-11-21,2000-10-27
82499,065866,P,01,LU,85561.0,15829.0,1997-11-18,2002-02-28
82505,065869,P,01,LC,85546.0,15831.0,1997-11-19,1999-10-29
82507,065870,P,01,LU,85613.0,32152.0,1997-11-19,2000-08-31
82509,065872,P,01,LU,85571.0,15832.0,1997-11-19,2020-06-30
82515,065875,P,01,LC,85538.0,15838.0,1997-11-20,1999-05-06
82516,065875,P,01,LC,88599.0,15838.0,2000-09-14,2002-02-28
82520,065876,P,01,LC,90169.0,45179.0,2004-05-11,2009-12-23
82524,065880,P,01,LU,85560.0,15834.0,1997-11-20,2000-04-28
82527,065881,P,01,LC,85622.0,32159.0,1997-11-19,2009-05-12
82529,065882,P,01,LU,85574.0,15836.0,1997-11-20,2000-03-31
82532,065884,C,01,LC,85798.0,34666.0,1998-02-20,2020-07-31
82534,065886,P,01,LU,85593.0,32136.0,1997-11-21,
82536,065887,P,01,LU,85521.0,15840.0,1997-11-21,2006-07-31
82541,065893,P,01,LC,85549.0,15844.0,1997-11-21,2010-03-24
82543,065894,P,01,LU,85555.0,15842.0,1997-11-21,2000-03-31
82545,065895,P,01,LU,85736.0,15922.0,1998-01-14,2005-12-30
82547,065896,P,01,LC,85567.0,15841.0,1997-11-21,
82550,065897,C,01,LU,85573.0,15846.0,1997-11-21,2001-05-29
82552,065899,P,01,LU,85576.0,15843.0,1997-11-21,2022-12-30
82555,065901,P,01,LU,85581.0,15845.0,1997-11-21,2001-05-10
82557,065904,P,01,LU,85522.0,15854.0,1997-11-25,2017-01-31
82559,065905,P,01,LU,85526.0,15849.0,1997-11-25,
82562,065907,P,01,LU,85544.0,15850.0,1997-11-25,2002-05-23
82564,065908,P,01,LC,88161.0,37156.0,2000-04-27,2009-09-09
82567,065910,P,01,LU,85638.0,32182.0,1997-12-23,1998-11-30
82570,065911,P,01,LC,85550.0,15851.0,1997-11-25,2011-08-10
82572,065913,P,01,LU,85553.0,15852.0,1997-11-25,2001-01-31
82575,065914,P,01,LU,85563.0,15857.0,1997-11-25,2000-01-19
82577,065915,P,01,LU,85536.0,15853.0,1997-11-25,2002-02-28
82580,065916,P,01,LU,85575.0,15855.0,1997-11-25,2002-07-01
82586,065920,C,01,LU,85632.0,32168.0,1997-11-24,1999-12-30
82591,065921,P,01,LC,85633.0,32169.0,1997-11-25,2009-01-12
82592,065921,P,02,LC,93285.0,53358.0,2010-03-19,
82596,065922,C,01,LU,85577.0,15862.0,1997-11-26,2003-08-04
82598,065923,P,01,LU,85589.0,15859.0,1997-11-26,2003-12-31
82603,065927,P,01,LU,85614.0,32153.0,1997-11-26,2002-05-24
82605,065928,P,01,LU,85618.0,32156.0,1997-11-25,1999-06-30
82609,065930,P,01,LC,85564.0,15860.0,1997-11-26,2002-12-09
82610,065930,P,01,LC,85564.0,15860.0,2005-12-28,2010-08-13
82615,065936,P,01,LU,85532.0,15861.0,1997-11-26,2000-02-29
82617,065937,P,01,LU,85565.0,15858.0,1997-11-26,
82625,065944,P,01,LU,85686.0,15802.0,1997-12-03,
82627,065945,P,01,LU,85649.0,32179.0,1997-12-02,2000-11-30
82630,065948,P,01,LU,85702.0,15865.0,1997-12-02,2006-09-29
82632,065949,P,01,LU,85718.0,15866.0,1997-12-02,2002-11-29
82635,065950,C,01,LC,91961.0,52135.0,2007-04-24,2008-02-19
82641,065957,P,01,LU,85639.0,32171.0,1997-12-04,2003-12-31
82643,065958,P,01,LU,85725.0,15926.0,1998-01-22,
82648,065961,C,01,LU,85696.0,15870.0,1997-12-04,1999-01-28
82651,065962,P,01,LC,85701.0,15869.0,1998-04-30,2002-10-08
82655,065962,P,07,LC,89714.0,15869.0,2003-04-01,2004-06-04
82661,065967,P,01,LC,85675.0,15867.0,1997-12-04,2018-10-10
82665,065971,C,01,LC,85559.0,15848.0,1997-11-25,2015-02-27
82668,065972,C,01,LU,85700.0,15873.0,1997-12-05,2001-08-13
82670,065973,P,01,LU,85707.0,15875.0,1997-12-05,2010-10-29
82675,065978,C,01,LU,85691.0,15874.0,1997-12-05,2003-01-15
82678,065979,P,01,LU,85582.0,15828.0,1997-11-14,2002-12-17
82681,065980,P,01,LC,86162.0,16159.0,1998-06-17,2008-09-30
82692,065986,P,01,LC,86745.0,16396.0,1999-02-04,
82695,065988,P,01,LU,85719.0,15876.0,1997-12-05,2000-03-31
82711,066000,C,01,LC,85659.0,32187.0,1998-04-30,2017-06-30
82714,066001,P,90,LU,86214.0,15877.0,1997-12-09,2000-06-23
82716,066003,P,01,LU,85720.0,15878.0,1997-12-15,2000-06-30
82718,066004,P,01,LU,85548.0,15824.0,1997-11-14,2007-08-31
82723,066005,P,01,LC,85422.0,32105.0,1997-10-20,1999-05-21
82729,066013,P,01,LU,85654.0,20809.0,1997-12-17,2001-10-31
82732,066016,P,01,LC,85645.0,32174.0,1997-12-11,
82737,066021,P,01,LU,85662.0,32190.0,1997-12-10,2000-01-31
82740,066022,P,01,LU,85698.0,15881.0,1997-12-10,2006-11-15
82745,066026,P,01,LU,85689.0,15887.0,1997-12-12,1999-10-06
82748,066027,P,01,LC,85690.0,15886.0,1997-12-12,2001-06-29
82753,066029,C,01,LC,91419.0,51101.0,2006-08-29,2015-11-10
82757,066031,C,01,LC,85712.0,15885.0,1997-12-11,2003-04-30
82759,066032,P,01,LU,85710.0,15890.0,1997-12-12,
82761,066034,P,01,LU,85715.0,15888.0,1997-12-12,2002-02-28
82763,066036,P,90,LU,85660.0,32188.0,1997-12-15,2000-09-29
82766,066042,P,01,LC,22289.0,58928.0,2021-11-05,
82768,066043,P,01,LU,85684.0,15892.0,1997-12-16,2000-04-28
82773,066046,C,00X,LU,85713.0,15893.0,1997-12-16,1997-12-30
82774,066046,P,01,LU,85713.0,15893.0,1997-12-31,2003-03-12
82779,066049,P,01,LU,85921.0,34697.0,1998-03-10,2001-10-31
82781,066050,P,01,LC,86017.0,34745.0,1998-05-12,2010-12-01
82784,066053,P,01,LU,85683.0,15897.0,1997-12-18,2001-04-30
82787,066056,P,01,LU,85695.0,15896.0,1997-12-17,1999-09-30
82791,066059,P,01,LC,85716.0,15895.0,1997-12-17,2013-11-29
82800,066060,C,01,LC,87584.0,18007.0,2000-02-17,2011-01-12
82803,066061,P,01,LU,85647.0,32176.0,1997-12-18,2012-11-30
82806,066062,C,01,LU,85697.0,15898.0,1997-12-18,2001-07-19
82808,066063,P,01,LU,85655.0,32184.0,1997-12-18,1998-08-31
82810,066065,P,01,LU,85663.0,32191.0,1997-12-18,
82813,066070,P,01,LU,85704.0,15899.0,1997-12-18,2003-08-29
82819,066073,C,01,LU,85709.0,15900.0,1997-12-19,2003-08-19
82823,066077,P,01,LU,85641.0,32172.0,1997-12-19,2003-12-23
82829,066085,P,01,LC,85653.0,32183.0,1997-12-23,2023-12-29
82834,066091,P,01,LU,85721.0,15903.0,1997-12-23,2004-10-29
82836,066095,P,01,LC,90745.0,46867.0,2005-06-14,2006-06-09
82839,066096,C,01,LC,85661.0,32189.0,1997-12-22,2004-04-12
82842,066098,C,01,LC,91911.0,52002.0,2007-03-16,2020-07-31
82849,066101,P,01,LU,85672.0,15906.0,1998-01-08,2000-12-29
82850,066102,P,01,LU,85717.0,15907.0,1997-12-29,2006-03-31
82862,066108,P,01,LU,85750.0,15868.0,1998-01-08,2000-10-19
82867,066111,P,01,LU,85648.0,32177.0,1997-12-31,1998-10-30
82872,066114,P,01,LU,85734.0,15927.0,1998-02-27,2003-11-06
82892,066145,P,01,LC,89037.0,41814.0,2001-07-24,2003-03-31
82894,066148,P,01,LU,85728.0,15912.0,1998-01-02,2017-06-30
82897,066149,C,01,LC,92212.0,52662.0,2007-08-21,2010-08-12
82900,066151,C,01,LU,85708.0,15911.0,1997-12-31,2008-04-30
82903,066152,C,01,LU,85692.0,15910.0,1997-12-31,1998-10-09
82906,066155,P,01,LU,85883.0,15993.0,1998-03-02,
82910,066158,P,01,LC,92878.0,53116.0,2009-01-15,
82913,066161,P,01,LC,89938.0,44692.0,2003-12-02,2019-11-29
82916,066163,C,01,LU,87048.0,35188.0,1999-07-20,2001-02-21
82919,066164,C,01,LC,90818.0,47022.0,2005-07-12,2010-05-20
82925,066177,P,01,LC,88962.0,41458.0,2001-04-24,2002-11-13
82930,066185,P,01,LC,86419.0,16311.0,1998-11-06,2010-01-25
82937,066198,C,01,LC,91429.0,51107.0,2006-08-10,2011-02-28
82945,066210,P,01,LC,13007.0,53883.0,2011-09-08,
82957,066228,P,01,LC,93398.0,53424.0,2010-05-06,2015-07-30
82961,066235,P,01,LC,85741.0,15933.0,1998-01-29,
82965,066239,C,01,LC,90939.0,47868.0,2005-10-07,2011-06-14
82968,066242,C,01,LU,87408.0,17451.0,1999-11-29,2004-06-25
82972,066246,P,01,LC,22953.0,59241.0,2022-03-11,
82981,066261,P,01,LC,92557.0,52950.0,2008-02-01,
82984,066263,C,01,LC,85752.0,15914.0,1998-01-05,2005-12-30
82986,066265,P,01,LU,85769.0,34635.0,1998-01-29,2001-03-30
82988,066268,P,01,LC,92320.0,52787.0,2007-10-26,2016-11-30
82991,066269,P,01,LU,85727.0,15919.0,1998-01-09,2001-04-19
82995,066272,P,01,LU,85740.0,15917.0,1998-01-09,2005-01-31
83000,066275,P,01,LC,87138.0,35224.0,1999-08-27,2009-04-24
83006,066278,P,01,LU,85729.0,15920.0,1998-01-09,2006-05-31
83010,066281,P,01,LC,85772.0,34638.0,1998-01-09,2018-05-11
83011,066285,P,01,LC,85731.0,15918.0,1998-01-09,
83013,066286,P,01,LU,85751.0,15921.0,1998-01-13,
83017,066288,P,01,LU,85656.0,32185.0,1997-12-04,
83019,066289,P,01,LU,85693.0,15882.0,1997-12-10,2004-02-11
83023,066290,P,01,LU,85796.0,34665.0,1998-02-18,
83028,066292,C,01,LU,85651.0,32180.0,1998-01-14,2002-10-03
83030,066293,P,01,LU,85767.0,34632.0,1998-01-30,2000-06-30
83038,066300,P,01,LC,85880.0,16001.0,1998-03-10,2011-05-09
83040,066301,P,01,LU,85757.0,34622.0,1998-01-16,
83043,066305,P,01,LU,85733.0,15923.0,1998-01-15,2002-04-03
83049,066313,P,01,LC,88183.0,37177.0,2000-04-25,
83064,066325,C,01,LC,89958.0,44711.0,2003-12-09,2009-06-11
83067,066326,P,01,LU,86572.0,16384.0,1999-01-27,
83076,066336,C,01,LC,89498.0,43502.0,2002-09-26,2009-12-17
83087,066352,C,01,LU,85775.0,34640.0,1998-01-22,2002-03-19
83090,066354,P,01,LC,85763.0,34627.0,1998-01-21,
83092,066355,P,01,LC,18554.0,56701.0,2019-04-18,
83096,066360,P,01,LC,85776.0,34641.0,1998-01-23,2007-12-26
83102,066365,P,01,LU,85766.0,34630.0,1998-01-27,2004-02-27
83104,066366,P,01,LC,85744.0,15928.0,1998-01-27,
83108,066367,P,01,LC,85786.0,34649.0,1998-02-09,2004-07-30
83110,066368,P,01,LU,85753.0,15940.0,1998-01-30,
83116,066371,P,01,LU,85768.0,34633.0,1998-01-27,
83120,066374,C,01,LC,90279.0,45419.0,2004-07-06,2020-05-31
83129,066379,P,01,LC,85724.0,15934.0,1998-01-29,
83132,066381,P,01,LU,85732.0,15935.0,1998-01-29,2002-04-30
83138,066386,P,01,LU,85755.0,15936.0,1998-01-29,2008-12-31
83142,066389,P,01,LC,85756.0,15930.0,1998-01-29,2010-01-08
83144,066391,P,01,LU,85758.0,34623.0,1998-01-30,1998-12-31
83147,066392,P,01,LU,85761.0,34626.0,1998-01-30,2001-12-31
83149,066393,P,01,LU,85738.0,15939.0,1998-01-30,
83152,066394,P,01,LC,14604.0,54827.0,2014-04-02,
83155,066395,C,90,LU,85743.0,15938.0,1998-01-30,2000-05-08
83160,066399,P,01,LU,85785.0,34648.0,1998-02-02,2013-11-29
83168,066403,P,01,LU,85803.0,15941.0,1998-02-03,2004-12-31
83170,066404,P,01,LC,54624.0,2794.0,1998-02-02,2008-10-01
83176,066405,C,01,LC,12556.0,53664.0,2011-02-08,2022-09-13
83181,066407,C,01,LU,85844.0,15944.0,1998-02-04,2004-06-28
83184,066409,C,01,LU,85853.0,15942.0,1998-02-04,1999-03-23
83188,066410,C,01,LC,88455.0,37946.0,2000-07-27,2002-08-20
83191,066413,C,00X,LU,85812.0,15947.0,1998-02-05,1998-02-26
83192,066413,C,01,LU,85812.0,15947.0,1998-02-27,1999-12-21
83195,066414,P,01,LU,85827.0,15946.0,1998-02-05,2001-05-31
83197,066415,P,01,LU,85828.0,15952.0,1998-02-05,1999-03-31
83199,066416,P,01,LU,85855.0,15949.0,1998-02-05,2001-12-31
83203,066418,C,01,LU,85818.0,15953.0,1998-02-06,2000-12-29
83205,066423,P,01,LU,85808.0,15960.0,1998-02-10,2000-09-29
83207,066424,P,01,LU,85813.0,15957.0,1998-02-10,2001-08-31
83209,066425,P,01,LU,85814.0,15959.0,1998-02-10,2007-09-28
83211,066426,P,01,LU,85795.0,34664.0,1998-02-10,2002-10-31
83216,066428,C,01,LC,85852.0,15958.0,1998-02-10,2000-09-06
83227,066435,P,01,LC,85933.0,15961.0,1998-02-11,2005-04-29
83231,066438,P,01,LU,85770.0,34636.0,1998-01-30,2012-04-30
83235,066441,P,01,LU,85781.0,34645.0,1998-02-12,2001-06-29
83237,066443,P,01,LU,85831.0,15966.0,1998-02-12,1999-01-29
83241,066445,P,01,LC,85833.0,15965.0,1998-02-17,2001-06-20
83243,066446,P,01,LU,85792.0,34660.0,1998-02-12,
83245,066447,P,01,LU,85854.0,15954.0,1998-02-06,2006-01-31
83250,066448,P,01,LC,88273.0,37536.0,2000-05-22,2002-04-29
83251,066448,P,01,LC,88273.0,37536.0,2006-03-08,2006-11-07
83254,066450,P,01,LU,85802.0,15974.0,1998-02-13,2003-07-24
83256,066451,P,01,LU,85782.0,34646.0,1998-02-12,2002-08-30
83259,066452,P,01,LU,85806.0,15975.0,1998-02-13,2005-12-30
83261,066453,P,01,LC,19231.0,57021.0,2020-02-07,
83264,066454,P,01,LU,85807.0,15969.0,1998-02-13,2001-07-16
83266,066455,P,01,LU,85822.0,15971.0,1998-02-13,2008-01-31
83270,066459,P,01,LU,85850.0,15972.0,1998-02-13,2003-03-27
83276,066465,P,01,LU,85820.0,15977.0,1998-03-16,2003-10-31
83281,066468,P,01,LU,85836.0,15970.0,1998-02-13,2006-02-28
83286,066476,P,01,LU,85843.0,15978.0,1998-02-18,2001-08-31
83289,066477,P,01,LU,86002.0,16061.0,1998-04-28,2000-08-31
83296,066479,C,01,LU,85805.0,15945.0,1998-02-04,1999-02-17
83305,066484,C,01,LU,86497.0,16328.0,1998-12-02,2013-03-31
83308,066487,C,01,LC,85791.0,34659.0,1998-02-18,1999-12-21
83318,066496,P,01,LU,85839.0,15979.0,1998-02-20,2017-08-31
83321,066497,C,01,LC,87582.0,36765.0,2000-02-03,2003-05-13
83325,066503,C,01,LC,87024.0,16572.0,1999-06-09,2010-04-16
83328,066504,P,01,LU,85966.0,16037.0,1998-04-02,
83332,066507,P,01,LU,85816.0,15980.0,1998-02-20,2005-07-29
83339,066515,C,01,LC,90678.0,46667.0,2005-05-05,2012-01-13
83342,066518,C,00X,LU,85815.0,15986.0,1998-02-24,1998-02-26
83343,066518,P,01,LU,85815.0,15986.0,1998-02-27,1999-11-08
83345,066519,P,01,LU,85825.0,15984.0,1998-02-24,2008-01-31
83352,066526,P,01,LC,85846.0,15981.0,1998-02-24,2008-07-25
83359,066529,P,01,LU,85817.0,15983.0,1998-02-25,2005-03-31
83363,066530,P,01,LU,85819.0,15988.0,1998-04-06,2007-02-28
83365,066531,P,01,LU,87511.0,17514.0,1999-12-13,2001-08-31
83370,066543,P,01,LU,85841.0,15968.0,1998-02-12,1999-07-30
83373,066544,P,01,LU,85847.0,15989.0,1998-02-26,2002-04-30
83375,066546,P,01,LU,85811.0,15992.0,1998-02-27,1999-08-31
83392,066563,P,01,LU,85809.0,15990.0,1998-02-27,2000-06-30
83396,066564,P,01,LC,87767.0,18405.0,2000-03-14,2003-06-25
83402,066571,C,01,LC,87839.0,37136.0,2000-04-19,2005-05-02
83404,066575,P,01,LU,85915.0,34692.0,1998-03-02,2000-03-31
83406,066576,P,01,LU,85790.0,34658.0,1998-02-26,2000-02-29
83408,066577,P,01,LU,85917.0,34694.0,1998-03-02,2021-03-31
83413,066582,P,01,LU,85894.0,15996.0,1998-03-04,2005-10-31
83418,066586,P,01,LU,85886.0,15994.0,1998-03-03,
83422,066588,P,01,LU,85889.0,15995.0,1998-03-04,
83425,066590,P,01,LU,85892.0,15997.0,1998-03-04,1999-08-31
83431,066592,P,01,LC,92560.0,52952.0,2008-02-11,2018-12-31
83435,066597,P,01,LC,88384.0,37750.0,2000-06-26,
83438,066599,P,01,LC,85931.0,34707.0,1998-03-05,2021-05-28
83441,066602,P,01,LU,85903.0,34680.0,1998-03-06,
83443,066605,P,01,LU,85916.0,34693.0,1998-03-02,
83449,066610,P,01,LU,85804.0,15962.0,1998-02-11,2019-01-31
83452,066616,P,01,LU,85856.0,16003.0,1998-03-11,2001-04-30
83456,066617,P,01,LC,85902.0,34679.0,1998-03-10,2003-10-15
83460,066623,P,01,LU,85891.0,16002.0,1998-03-10,2001-09-28
83465,066625,P,01,LU,85800.0,15955.0,1998-02-06,2000-07-31
83472,066628,C,01,LU,85688.0,15889.0,1997-12-12,2003-02-03
83474,066629,P,01,LU,85799.0,34669.0,1998-02-06,2016-04-29
83476,066630,P,01,LU,85739.0,15932.0,1998-02-27,2015-10-30
83478,066631,P,01,LU,85835.0,15943.0,1998-02-04,2003-12-31
83485,066634,P,01,LU,85859.0,16004.0,1998-03-11,2000-07-31
83490,066636,C,01,LC,86325.0,16250.0,1998-08-04,2002-01-11
83495,066643,P,01,LU,85930.0,34706.0,1998-03-31,2001-01-26
83497,066646,P,01,LC,85900.0,34677.0,1998-03-12,2008-07-11
83502,066648,C,01,LC,85865.0,16006.0,1998-03-12,2010-06-30
83507,066649,C,01,LC,86523.0,16361.0,1998-12-24,2000-07-27
83508,066649,C,01,LC,88459.0,37950.0,2000-07-28,2008-04-24
83509,066649,C,01,LC,88459.0,37950.0,2008-04-28,2008-07-02
83512,066654,P,01,LU,85897.0,34672.0,1998-03-12,2021-03-31
83514,066655,P,01,LU,85858.0,16005.0,1998-03-12,2000-02-29
83516,066656,P,01,LU,85862.0,16010.0,1998-03-13,2001-03-30
83519,066657,P,01,LU,85867.0,16008.0,1998-03-13,2002-11-25
83521,066658,P,01,LU,85881.0,16012.0,1998-03-13,2000-09-29
83524,066659,P,01,LC,89041.0,41818.0,2001-07-23,2003-03-20
83527,066660,P,01,LC,85882.0,16011.0,1998-03-13,2007-11-16
83529,066662,P,01,LU,85924.0,34700.0,1998-03-13,1999-04-30
83534,066666,C,01,LU,85872.0,16013.0,1998-03-16,2000-03-20
83536,066667,P,01,LU,85878.0,16009.0,1998-03-13,1999-08-31
83538,066672,P,01,LU,85861.0,16014.0,1998-03-17,2006-03-31
83540,066673,P,01,LC,85876.0,16016.0,1998-03-17,2006-05-31
83544,066675,P,01,LC,85887.0,16015.0,1998-03-17,2001-03-13
83551,066680,C,01,LC,85849.0,15991.0,1998-02-27,2001-12-18
83553,066681,P,01,LU,85801.0,15973.0,1998-02-13,2013-10-31
83556,066682,C,01,LU,85866.0,16020.0,1998-03-23,2001-03-13
83560,066684,P,01,LU,85929.0,34705.0,1998-03-30,2001-06-29
83563,066686,P,01,LC,88203.0,37195.0,2000-04-07,
83567,066688,P,01,LC,85896.0,34671.0,1998-03-24,2009-12-01
83570,066689,P,01,LC,85901.0,34678.0,1998-03-25,1999-12-23
83573,066690,P,01,LC,85923.0,34698.0,1998-03-25,2009-02-13
83576,066691,P,01,LU,85895.0,34670.0,1998-04-01,2001-05-31
83578,066695,P,01,LU,85944.0,34720.0,1998-04-02,2001-11-30
83580,066696,P,01,LU,85871.0,16007.0,1998-03-13,2011-11-30
83583,066697,P,01,LC,86444.0,34949.0,1998-12-08,
83586,066698,P,01,LC,85864.0,16017.0,1998-03-18,2009-10-01
83594,066708,P,01,LC,85963.0,16056.0,1998-04-17,2016-01-29
83597,066713,P,01,LU,85962.0,16072.0,1998-04-28,2001-07-26
83600,066716,P,01,LC,85956.0,34733.0,1998-04-29,2000-10-31
83602,066723,P,01,LU,85993.0,16074.0,1998-04-28,2007-06-29
83606,066725,P,01,LU,85977.0,16031.0,1998-04-01,2002-11-26
83612,066726,P,02,LC,86181.0,16091.0,1998-06-15,2000-11-06
83617,066728,P,01,LU,86003.0,16040.0,1998-04-07,2012-03-30
83623,066731,P,01,LU,86102.0,34765.0,1998-05-14,
83626,066798,P,01,LC,93198.0,53317.0,2010-01-22,2010-12-31
83629,066871,P,01,LC,20153.0,57447.0,2021-07-15,
83631,066927,P,01,LC,14292.0,54637.0,2013-11-07,2015-05-29
83633,066929,P,01,LC,16083.0,55581.0,2016-05-31,
83637,100004,P,90,LC,89402.0,43153.0,2002-05-22,2007-05-18
83642,100011,P,91,LC,89457.0,43334.0,2002-08-30,2005-07-22
83651,100039,P,90,LU,68823.0,3977.0,1982-01-29,2006-10-31
83658,100049,P,90,LU,85335.0,32076.0,1997-09-24,1999-11-30
83664,100075,P,91,LC,81030.0,30486.0,1994-10-06,2018-09-28
83670,100080,P,90,LC,17209.0,453.0,2002-01-24,2007-09-26
83673,100091,C,90,LC,23486.0,59427.0,2022-10-12,
83676,100095,P,90,LC,86366.0,34879.0,1998-10-29,2007-06-01
83685,100114,P,90,LC,88735.0,40208.0,2000-10-17,2002-07-03
83686,100114,P,92,LC,89867.0,44498.0,2003-10-02,2005-12-30
83699,100165,P,90,LC,68815.0,4290.0,1982-01-29,2009-07-30
83705,100172,C,90,LC,19669.0,499.0,1982-01-29,1996-04-19
83706,100172,C,90,LC,84059.0,499.0,1996-10-02,1997-09-12
83725,100243,P,03,LC,18724.0,56767.0,2019-06-11,
